0.0000,11,0.6033,268.9388  
1.9531,11,3.4988,342.6822  
3.9062,11,6.1019,327.5791  
5.8594,11,7.3640,265.6065  
7.8125,11,7.1797,183.7347  
9.7656,11,6.3109,120.6282  
11.7188,11,5.6658,92.4205  
13.6719,11,5.8073,101.2837  
15.6250,11,6.0716,117.8352  
17.5781,11,6.0887,114.2039  
19.5312,11,6.1375,100.8544  
21.4844,11,6.3888,110.1643  
23.4375,11,-6.7576,128.6737  
25.3906,11,6.7818,126.1128  
27.3438,11,6.4156,121.8918  
29.2969,11,6.0056,115.3694  
31.2500,11,5.5965,103.9950  
33.2031,11,5.3392,104.3154  
35.1562,11,5.0633,97.2711  
37.1094,11,4.6813,78.7744  
39.0625,11,4.7345,89.2806  
41.0156,11,4.9806,103.8106  
42.9688,11,5.1531,98.3615  
44.9219,11,5.1690,85.3358  
46.8750,11,5.1421,82.3781  
48.8281,11,5.0819,82.8247  
50.7812,11,4.9867,77.1669  
52.7344,11,4.9947,84.7488  
54.6875,11,5.2101,97.3145  
56.6406,11,5.2428,82.6767  
58.5938,11,5.1157,86.7703  
60.5469,11,-5.0715,101.4392  
62.5000,11,4.9145,92.5301  
64.4531,11,4.9047,80.4666  
66.4062,11,4.9026,79.5642  
68.3594,11,4.8511,80.3271  
70.3125,11,4.8977,83.1224  
72.2656,11,4.8672,86.2749  
74.2188,11,5.3257,104.7552  
76.1719,11,5.6417,102.7641  
78.1250,11,5.6879,111.4407  
80.0781,11,5.5726,124.8143  
82.0312,11,5.4825,115.5461  
83.9844,11,5.5129,105.6765  
85.9375,11,5.4574,88.9214  
87.8906,11,5.4770,81.7738  
89.8438,11,5.4452,65.5877  
91.7969,11,5.3260,70.4931  
93.7500,11,5.2216,77.4578  
95.7031,11,5.2656,83.8817  
97.6562,11,5.2526,81.6932  
99.6094,11,5.2675,102.4743  
101.5625,11,5.1120,94.6932  
103.5156,11,5.0051,83.5734  
105.4688,11,4.7619,87.5048  
107.4219,11,4.5161,75.6699  
109.3750,11,4.5512,73.0473  
111.3281,11,4.6505,79.4865  
113.2812,11,4.8087,106.3068  
115.2344,11,4.9633,121.2018  
117.1875,11,5.0368,121.9992  
119.1406,11,5.0289,120.0977  
121.0938,11,4.9238,108.7892  
123.0469,11,4.8642,96.3852  
125.0000,11,4.9107,89.6906  
126.9531,11,5.0097,92.2733  
128.9062,11,5.0929,96.5407  
130.8594,11,5.1146,97.5717  
132.8125,11,5.0895,113.4535  
134.7656,11,5.0465,112.4950  
136.7188,11,5.1136,112.1121  
138.6719,11,5.3152,116.6038  
140.6250,11,5.3331,126.5197  
142.5781,11,5.2371,128.7873  
144.5312,11,4.9900,118.3817  
146.4844,11,4.7549,101.1250  
148.4375,11,4.6096,92.8872  
150.3906,11,4.9300,107.9712  
152.3438,11,5.1374,107.9795  
154.2969,11,5.2634,98.3083  
156.2500,11,5.3062,94.1567  
158.2031,11,5.3614,94.6960  
160.1562,11,5.2794,102.5535  
162.1094,11,5.1741,115.9080  
164.0625,11,4.8384,107.8566  
166.0156,11,4.8527,110.3966  
167.9688,11,4.8584,94.0503  
169.9219,11,4.8544,76.0892  
171.8750,11,4.8243,80.6345  
173.8281,11,4.8800,88.2042  
175.7812,11,4.9445,72.5100  
177.7344,11,5.1586,78.6429  
179.6875,11,5.1878,87.3658  
181.6406,11,4.9375,89.4482  
183.5938,11,5.1002,105.3399  
185.5469,11,4.9701,96.3292  
187.5000,11,4.9027,83.3903  
189.4531,11,4.8793,81.9007  
191.4062,11,4.8165,81.0550  
193.3594,11,4.7274,78.3738  
195.3125,11,4.9280,77.2861  
197.2656,11,5.2534,81.3410  
199.2188,11,5.3946,92.9945  
201.1719,11,5.1945,75.8826  
203.1250,11,5.0444,74.9063  
205.0781,11,4.9269,103.0830  
207.0312,11,4.7714,110.2589  
208.9844,11,4.7142,109.1019  
210.9375,11,4.8609,111.5707  
212.8906,11,4.8741,102.5473  
214.8438,11,4.9231,96.8202  
216.7969,11,5.0346,95.2285  
218.7500,11,5.0842,111.0015  
220.7031,11,5.1063,111.8442  
222.6562,11,-5.0022,100.0831  
224.6094,11,5.0196,98.1670  
226.5625,11,4.9793,104.1937  
228.5156,11,5.1344,120.3000  
230.4688,11,5.2026,122.1080  
232.4219,11,5.1351,118.5412  
234.3750,11,-5.2528,119.1297  
236.3281,11,5.2818,109.9195  
238.2812,11,5.1791,105.6061  
240.2344,11,5.0981,81.7467  
242.1875,11,4.9871,73.5768  
244.1406,11,4.8506,58.7066  
246.0938,11,4.9164,68.6261  
248.0469,11,4.9001,70.9586  
250.0000,11,4.8137,70.5779  
251.9531,11,-5.0692,108.6720  
253.9062,11,5.0719,124.1329  
255.8594,11,4.9287,96.9012  
257.8125,11,4.7236,71.9097  
259.7656,11,4.8666,69.3240  
261.7188,11,4.9015,69.5329  
263.6719,11,4.8007,84.7086  
265.6250,11,4.8344,85.6484  
267.5781,11,4.8595,90.0309  
269.5312,11,4.6938,84.6493  
271.4844,11,4.7354,108.9734  
273.4375,11,4.8376,117.4281  
275.3906,11,4.9347,108.7372  
277.3438,11,4.8483,102.6780  
279.2969,11,4.9737,112.1320  
281.2500,11,4.9139,107.3695  
283.2031,11,4.8872,112.6800  
285.1562,11,4.7030,112.2636  
287.1094,11,4.5533,108.4562  
289.0625,11,4.6960,103.9682  
291.0156,11,4.6646,91.9825  
292.9688,11,4.5822,97.1883  
294.9219,11,4.5770,98.4956  
296.8750,11,4.6741,108.1200  
298.8281,11,4.7947,128.7858  
300.7812,11,4.6469,116.6378  
302.7344,11,4.6918,111.5771  
304.6875,11,4.5534,118.3096  
306.6406,11,4.4529,114.0873  
308.5938,11,4.6399,99.3288  
310.5469,11,4.6389,89.1575  
312.5000,11,4.7276,93.6076  
314.4531,11,4.7772,90.3725  
316.4062,11,4.8065,83.8901  
318.3594,11,4.7716,78.4841  
320.3125,11,4.7528,89.0616  
322.2656,11,-4.8188,102.0205  
324.2188,11,4.8061,103.1365  
326.1719,11,4.6386,101.6763  
328.1250,11,4.6009,112.6519  
330.0781,11,4.4736,97.6803  
332.0312,11,4.2837,82.1999  
333.9844,11,4.2415,79.3926  
335.9375,11,4.2374,63.3821  
337.8906,11,4.3432,72.2158  
339.8438,11,4.4840,93.0525  
341.7969,11,4.6642,115.6460  
