freqs,channel,p1,chi2
232.4219,12,0.7265,0.7205
232.4219,13,0.6405,0.769
232.4219,14,0.7874,0.6535
232.4219,15,0.9259,0.6051
234.375,0,0.5493,0.8523
234.375,1,0.3829,1.009
234.375,2,1.0005,0.5224
234.375,3,1.0171,0.5161
234.375,4,0.7605,0.6796
234.375,5,0.5782,0.846
234.375,6,0.8974,0.598
234.375,7,0.8334,0.6538
234.375,8,1.1563,0.4063
234.375,9,0.9477,2.2983
234.375,10,0.7385,0.7161
234.375,11,0.6365,0.7269
234.375,12,0.7475,0.7317
234.375,13,0.6587,0.7663
234.375,14,0.8238,0.6394
234.375,15,0.9337,0.5916
236.3281,0,0.5693,0.8583
236.3281,1,0.3903,1.0534
236.3281,2,1.0139,0.5093
236.3281,3,1.0091,0.5456
236.3281,4,0.7666,0.6648
236.3281,5,0.5674,0.789
236.3281,6,0.9215,0.5942
236.3281,7,0.8441,0.626
236.3281,8,1.1603,0.4095
236.3281,9,0.6418,0.7404
236.3281,10,0.751,0.7333
236.3281,11,0.6542,0.721
236.3281,12,0.7783,0.7258
236.3281,13,0.6549,0.742
236.3281,14,0.8294,0.6379
236.3281,15,0.9584,0.5742
238.2812,0,0.5463,0.7886
238.2812,1,0.369,1.0015
238.2812,2,1.0061,0.5025
238.2812,3,0.9979,0.535
238.2812,4,0.7802,0.6761
238.2812,5,0.5811,0.8278
238.2812,6,0.9047,0.5894
238.2812,7,0.8504,0.632
238.2812,8,1.1524,0.4195
238.2812,9,0.6667,0.7684
238.2812,10,0.7406,0.7245
238.2812,11,0.68,0.7201
238.2812,12,0.7765,0.7127
238.2812,13,0.6761,0.7749
238.2812,14,0.821,0.6577
238.2812,15,0.9897,0.5772
240.2344,0,0.5413,0.8091
240.2344,1,0.3461,0.9288
240.2344,2,1.0009,0.5593
240.2344,3,0.9698,0.5415
240.2344,4,0.7694,0.7218
240.2344,5,0.573,0.841
240.2344,6,0.8914,0.5801
240.2344,7,0.8062,0.6487
240.2344,8,1.1198,0.4265
240.2344,9,0.6461,0.7419
240.2344,10,0.7377,0.6992
240.2344,11,0.6662,0.7325
240.2344,12,0.7668,0.7338
240.2344,13,0.669,0.8013
240.2344,14,0.7961,0.6553
240.2344,15,1.0014,0.556
242.1875,0,0.5213,0.8371
242.1875,1,0.343,1.0443
242.1875,2,0.9742,0.5509
242.1875,3,0.9359,0.5755
242.1875,4,0.7392,0.7011
242.1875,5,0.5651,0.8581
242.1875,6,0.8584,0.5894
242.1875,7,0.8042,0.6193
242.1875,8,1.1197,0.4278
242.1875,9,0.6321,0.7808
242.1875,10,0.6902,0.7131
242.1875,11,0.6636,0.7834
242.1875,12,0.7316,0.7055
242.1875,13,0.6104,0.7371
242.1875,14,0.7874,0.6494
242.1875,15,1.0227,0.5696
244.1406,0,0.5153,0.9085
244.1406,1,0.3219,0.9739
244.1406,2,0.9322,0.5414
244.1406,3,0.9079,0.5618
244.1406,4,0.7251,0.7313
244.1406,5,0.5469,0.798
244.1406,6,0.8577,0.6503
244.1406,7,0.7845,0.6505
244.1406,8,1.0836,0.4573
244.1406,9,0.617,0.7854
244.1406,10,0.674,0.7543
244.1406,11,0.6224,0.7393
244.1406,12,0.7014,0.7631
244.1406,13,0.6065,0.8175
244.1406,14,0.7894,0.7131
244.1406,15,1.0307,0.5366
246.0938,0,0.4828,0.8724
246.0938,1,0.3267,1.0585
246.0938,2,0.9029,0.5571
246.0938,3,0.9506,0.5806
246.0938,4,0.7029,0.7493
246.0938,5,0.5335,0.7949
246.0938,6,0.8454,0.6476
246.0938,7,0.7682,0.6455
246.0938,8,1.0815,0.4693
246.0938,9,0.5974,0.8083
246.0938,10,0.6406,0.7924
246.0938,11,0.6261,0.7556
246.0938,12,0.6964,0.763
246.0938,13,0.5855,0.808
246.0938,14,0.7435,0.6846
246.0938,15,1.0597,0.5236
248.0469,0,0.4785,0.8637
248.0469,1,0.7802,2.0126
248.0469,2,0.9168,0.5805
248.0469,3,0.9094,0.5649
248.0469,4,0.6776,0.7188
248.0469,5,0.5671,0.9016
248.0469,6,0.8322,0.6384
248.0469,7,0.7548,0.6823
248.0469,8,1.054,0.4926
248.0469,9,0.5927,0.8227
248.0469,10,0.6196,0.7495
248.0469,11,0.6223,0.8049
248.0469,12,0.6642,0.7559
248.0469,13,0.577,0.8361
248.0469,14,0.7335,0.6567
248.0469,15,1.0956,0.4937
250.0,0,0.4957,0.9216
250.0,1,0.3639,0.9884
250.0,2,0.9048,0.5748
250.0,3,0.9078,0.5883
250.0,4,0.6959,0.7153
250.0,5,0.5418,0.8529
250.0,6,0.8279,0.5906
250.0,7,0.7624,0.6796
250.0,8,1.054,0.5028
250.0,9,0.6294,1.3618
250.0,10,0.6443,0.7981
250.0,11,0.6528,0.8614
250.0,12,0.6747,0.7654
250.0,13,0.5564,0.7883
250.0,14,0.7471,0.7011
250.0,15,1.13,0.4743
251.9531,0,0.4853,0.8918
251.9531,1,0.3769,1.0098
251.9531,2,0.9228,0.5651
251.9531,3,0.9168,0.5919
251.9531,4,0.6967,0.744
251.9531,5,0.5524,0.899
251.9531,6,0.8544,0.6406
251.9531,7,0.7557,0.6475
251.9531,8,1.0496,0.4862
251.9531,9,0.6338,0.8136
251.9531,10,0.6405,0.7712
251.9531,11,0.6132,0.7906
251.9531,12,0.6681,0.7459
251.9531,13,0.5773,0.8284
251.9531,14,0.7501,0.7487
251.9531,15,1.1701,0.4491
253.9062,0,0.4985,0.911
253.9062,1,0.3739,0.972
253.9062,2,0.9195,0.5484
253.9062,3,0.9393,0.5595
253.9062,4,0.7171,0.6887
253.9062,5,0.5473,0.8379
253.9062,6,0.8534,0.6038
253.9062,7,0.7963,0.6903
253.9062,8,1.062,0.488
253.9062,9,0.628,0.7659
253.9062,10,0.6555,0.7643
253.9062,11,0.6354,0.8083
253.9062,12,0.6928,0.7545
253.9062,13,0.5875,0.8026
253.9062,14,0.7355,0.7173
253.9062,15,1.1874,0.4057
255.8594,0,0.506,0.8165
255.8594,1,0.3765,0.9384
255.8594,2,0.9668,0.5699
255.8594,3,0.9599,0.5707
255.8594,4,0.7505,0.6694
255.8594,5,0.5451,0.7846
255.8594,6,0.8715,0.5873
255.8594,7,0.7843,0.6823
255.8594,8,1.0982,0.452
255.8594,9,0.6744,0.8505
255.8594,10,0.6684,0.7404
255.8594,11,0.6288,0.7329
255.8594,12,0.7156,0.7341
255.8594,13,0.6262,0.8162
255.8594,14,0.7521,0.7142
255.8594,15,1.1968,0.374
257.8125,0,0.5473,0.9133
257.8125,1,0.3992,0.8953
257.8125,2,0.9856,0.538
257.8125,3,0.9617,0.5439
257.8125,4,0.8011,0.681
257.8125,5,0.5641,0.8269
257.8125,6,0.891,0.5836
257.8125,7,0.7941,0.6767
257.8125,8,1.099,0.4457
257.8125,9,0.6893,0.7554
257.8125,10,0.6961,0.6962
257.8125,11,0.6608,0.7222
257.8125,12,0.7406,0.6772
257.8125,13,0.6319,0.7828
257.8125,14,0.7709,0.6797
257.8125,15,1.1909,0.3414
259.7656,0,0.5325,0.8135
259.7656,1,0.4498,1.0022
259.7656,2,0.9945,0.5271
259.7656,3,0.9761,0.5251
259.7656,4,0.834,0.6191
259.7656,5,0.5898,0.8266
259.7656,6,0.9268,0.5748
259.7656,7,0.8041,0.6394
259.7656,8,1.1166,0.4366
259.7656,9,0.7022,0.7642
259.7656,10,0.7047,0.6714
259.7656,11,0.6759,0.7074
259.7656,12,0.78,0.7022
259.7656,13,0.6343,0.7796
259.7656,14,0.7876,0.6536
259.7656,15,1.1817,0.3192
261.7188,0,0.5229,0.8102
261.7188,1,0.4704,0.9287
261.7188,2,1.0114,0.5239
261.7188,3,0.9794,0.5222
261.7188,4,0.8612,0.6251
261.7188,5,0.5839,0.8068
261.7188,6,0.9109,0.5322
261.7188,7,0.807,0.6644
261.7188,8,1.131,0.4462
261.7188,9,0.717,0.7184
261.7188,10,0.7299,0.6678
261.7188,11,0.6889,0.7429
261.7188,12,0.7975,0.6861
261.7188,13,0.6417,0.7389
261.7188,14,0.8097,0.6743
261.7188,15,1.1777,0.3098
263.6719,0,0.5355,0.8731
263.6719,1,0.4692,0.8974
263.6719,2,1.006,0.5041
263.6719,3,0.9979,0.5494
263.6719,4,0.8936,0.5857
263.6719,5,0.5786,0.853
263.6719,6,0.9428,0.5619
263.6719,7,0.7915,0.6297
263.6719,8,1.1421,0.4431
263.6719,9,0.7262,0.7059
263.6719,10,0.7272,0.6721
263.6719,11,0.6934,0.7431
263.6719,12,0.7922,0.6646
263.6719,13,0.6542,0.7462
263.6719,14,0.8225,0.6866
263.6719,15,1.1705,0.2937
265.625,0,0.5363,0.8868
265.625,1,0.4721,0.8829
265.625,2,1.0019,0.5161
265.625,3,0.9684,0.5631
265.625,4,0.8945,0.5626
265.625,5,0.5606,0.8063
265.625,6,0.9396,0.5967
265.625,7,0.787,0.6747
265.625,8,1.1099,0.4338
265.625,9,0.7139,0.7438
265.625,10,0.7381,0.6926
265.625,11,0.694,0.7364
265.625,12,0.7829,0.6701
265.625,13,0.6687,0.7803
265.625,14,0.8065,0.6784
265.625,15,1.1985,0.3194
267.5781,0,0.5126,0.8687
267.5781,1,0.474,0.844
267.5781,2,0.9722,0.5336
267.5781,3,0.9444,0.5594
267.5781,4,0.9124,0.5863
267.5781,5,0.5483,0.8349
267.5781,6,0.9079,0.5671
267.5781,7,0.761,0.6722
267.5781,8,1.0902,0.4414
267.5781,9,0.6702,0.7226
267.5781,10,0.7176,0.7084
267.5781,11,0.6815,0.755
267.5781,12,0.7511,0.6931
267.5781,13,0.6544,0.7919
267.5781,14,0.7681,0.6874
267.5781,15,1.2038,0.329
269.5312,0,0.5101,0.9563
269.5312,1,0.48,0.8765
269.5312,2,0.9677,0.557
269.5312,3,0.9254,0.5763
269.5312,4,0.919,0.5789
269.5312,5,0.5211,0.8646
269.5312,6,0.9079,0.6081
269.5312,7,0.764,0.7351
269.5312,8,1.0697,0.4714
269.5312,9,0.6556,0.7802
269.5312,10,0.6976,0.7033
269.5312,11,0.6497,0.7819
269.5312,12,0.7237,0.6911
269.5312,13,0.6187,0.7754
269.5312,14,0.7307,0.6737
269.5312,15,1.2163,0.387
271.4844,0,0.4723,0.8736
271.4844,1,0.4771,0.8941
271.4844,2,0.948,0.5491
271.4844,3,0.9079,0.572
271.4844,4,0.9241,0.5944
271.4844,5,0.5181,0.8845
271.4844,6,0.8707,0.6192
271.4844,7,0.7358,0.6799
271.4844,8,1.0523,0.493
271.4844,9,0.6339,0.7906
271.4844,10,0.7101,0.7399
271.4844,11,0.6306,0.8238
271.4844,12,0.7078,0.7257
271.4844,13,0.5895,0.8304
271.4844,14,0.7223,0.7266
271.4844,15,1.1951,0.4329
273.4375,0,0.456,0.9012
273.4375,1,0.4906,0.9264
273.4375,2,0.9373,0.5622
273.4375,3,0.885,0.5884
273.4375,4,0.9204,0.5712
273.4375,5,0.496,0.8043
273.4375,6,0.8544,0.6234
273.4375,7,0.7307,0.6796
273.4375,8,1.047,0.5076
273.4375,9,0.6097,0.7951
273.4375,10,0.7228,0.7423
273.4375,11,0.604,0.7984
273.4375,12,0.6941,0.7343
273.4375,13,0.5714,0.8396
273.4375,14,0.7273,0.7362
273.4375,15,1.151,0.443
275.3906,0,0.579,1.6505
275.3906,1,0.5085,0.8895
275.3906,2,0.9537,0.5789
275.3906,3,0.8956,0.6068
275.3906,4,0.8991,0.5501
275.3906,5,0.5231,0.9079
275.3906,6,0.8548,0.605
275.3906,7,0.7445,0.7123
275.3906,8,1.0113,0.5015
275.3906,9,0.6026,0.7826
275.3906,10,0.7174,0.7417
275.3906,11,0.5972,0.8686
275.3906,12,0.678,0.7233
275.3906,13,0.5737,0.832
275.3906,14,0.7127,0.7321
275.3906,15,1.1324,0.5089
277.3438,0,0.4357,0.8765
277.3438,1,0.503,0.8597
277.3438,2,0.9567,0.5775
277.3438,3,0.8797,0.5922
277.3438,4,0.9202,0.5758
277.3438,5,0.5099,0.8661
277.3438,6,0.858,0.6266
277.3438,7,0.729,0.7128
277.3438,8,1.014,0.5286
277.3438,9,0.6151,0.7927
277.3438,10,0.682,0.7353
277.3438,11,0.5908,0.8188
277.3438,12,0.7055,0.7511
277.3438,13,0.5734,0.8433
277.3438,14,0.7345,0.7328
277.3438,15,1.0883,0.5294
279.2969,0,0.4526,0.8705
279.2969,1,0.5112,0.8786
279.2969,2,0.9503,0.5593
279.2969,3,0.8867,0.6153
279.2969,4,0.9138,0.5769
279.2969,5,0.52,0.8966
279.2969,6,0.8672,0.607
279.2969,7,0.7375,0.7262
279.2969,8,1.036,0.5126
279.2969,9,0.6286,0.8204
279.2969,10,0.6805,0.7724
279.2969,11,0.5894,0.7949
279.2969,12,0.7167,0.7453
279.2969,13,0.5637,0.8174
279.2969,14,0.7345,0.6945
279.2969,15,1.0367,0.5593
281.25,0,0.9184,1.5492
281.25,1,0.5016,0.881
281.25,2,0.9766,0.5338
281.25,3,0.8901,0.5722
281.25,4,0.8871,0.5867
281.25,5,0.505,0.8219
281.25,6,0.8892,0.613
281.25,7,0.7497,0.6856
281.25,8,1.0449,0.4836
281.25,9,0.636,0.7978
281.25,10,0.6817,0.7606
281.25,11,0.5869,0.7881
281.25,12,0.7342,0.6995
281.25,13,0.832,1.2682
281.25,14,0.7547,0.7403
281.25,15,1.0306,0.5506
283.2031,0,0.482,0.9052
283.2031,1,0.4946,0.8446
283.2031,2,0.996,0.5226
283.2031,3,0.9076,0.5644
283.2031,4,0.8731,0.5746
283.2031,5,0.5287,0.8746
283.2031,6,0.8898,0.5861
283.2031,7,0.7704,0.6779
283.2031,8,1.0629,0.4675
283.2031,9,0.6297,0.7746
283.2031,10,0.6917,0.7361
283.2031,11,0.6223,0.7973
283.2031,12,0.7604,0.7289
283.2031,13,0.6032,0.8588
283.2031,14,0.7773,0.6965
283.2031,15,1.0008,0.5753
285.1562,0,0.4811,0.8138
285.1562,1,0.4914,0.8314
285.1562,2,1.012,0.5376
285.1562,3,0.9148,0.5905
285.1562,4,0.8635,0.6188
285.1562,5,0.5422,0.857
285.1562,6,0.8978,0.5558
285.1562,7,0.777,0.6501
285.1562,8,1.1003,0.453
285.1562,9,0.6348,0.763
285.1562,10,0.7282,0.752
285.1562,11,0.6214,0.7931
285.1562,12,0.7712,0.6884
285.1562,13,0.5957,0.784
285.1562,14,0.7988,0.6795
285.1562,15,0.985,0.5897
287.1094,0,0.4895,0.8184
287.1094,1,0.4927,0.9411
287.1094,2,0.9963,0.5005
287.1094,3,0.8855,0.5716
287.1094,4,0.8313,0.6348
287.1094,5,0.5304,0.8421
287.1094,6,0.9276,0.608
287.1094,7,0.8017,0.6693
287.1094,8,1.1018,0.4482
287.1094,9,0.634,0.7774
287.1094,10,0.7323,0.7229
287.1094,11,0.6022,0.747
287.1094,12,0.7734,0.6951
287.1094,13,0.5932,0.7982
287.1094,14,0.8041,0.6913
287.1094,15,0.9458,0.5985
289.0625,0,0.4854,0.8276
289.0625,1,0.4509,0.8915
289.0625,2,0.9966,0.521
289.0625,3,0.9008,0.5891
289.0625,4,0.798,0.6292
289.0625,5,0.5454,0.8614
289.0625,6,0.9058,0.5664
289.0625,7,0.7953,0.7021
289.0625,8,1.0886,0.4615
289.0625,9,0.6505,0.8208
289.0625,10,0.7169,0.7269
289.0625,11,0.6135,0.7635
289.0625,12,0.7665,0.6969
289.0625,13,0.5898,0.8025
289.0625,14,0.7763,0.6499
289.0625,15,0.9095,0.6128
291.0156,0,0.5926,1.5847
291.0156,1,0.4447,0.8871
291.0156,2,0.9707,0.5299
291.0156,3,0.8781,0.6042
291.0156,4,0.7902,0.644
291.0156,5,0.5252,0.8328
291.0156,6,0.8936,0.5806
291.0156,7,0.7647,0.6391
291.0156,8,1.0722,0.4831
291.0156,9,0.6156,0.7901
291.0156,10,0.7056,0.735
291.0156,11,0.6034,0.7719
291.0156,12,0.7472,0.6824
291.0156,13,0.5833,0.7997
291.0156,14,0.7563,0.6677
291.0156,15,0.8822,0.6421
292.9688,0,0.4608,0.9467
292.9688,1,0.4162,0.928
292.9688,2,0.967,0.5483
292.9688,3,0.8529,0.6207
292.9688,4,0.7534,0.6937
292.9688,5,2.4342,2.3349
292.9688,6,0.8796,0.6297
292.9688,7,0.7465,0.6875
292.9688,8,1.0499,0.499
292.9688,9,0.5964,0.7961
292.9688,10,0.6796,0.7865
292.9688,11,0.5976,0.8393
292.9688,12,0.7156,0.7706
292.9688,13,0.5574,0.8816
292.9688,14,0.7373,0.714
292.9688,15,0.8369,0.68
294.9219,0,0.4413,0.9112
294.9219,1,0.6708,1.4288
294.9219,2,0.9345,0.5802
294.9219,3,0.8464,0.6541
294.9219,4,0.7065,0.7383
294.9219,5,0.4989,0.8574
294.9219,6,0.8341,0.5811
294.9219,7,0.7313,0.6798
294.9219,8,1.0268,0.5152
294.9219,9,0.5776,0.8382
294.9219,10,0.67,0.815
294.9219,11,0.5451,0.7845
294.9219,12,0.6919,0.7585
294.9219,13,0.5268,0.8234
294.9219,14,0.7368,0.7392
294.9219,15,0.8108,0.6921
296.875,0,0.4764,0.881
296.875,1,0.4147,0.8647
296.875,2,0.9027,0.5753
296.875,3,0.8538,0.6227
296.875,4,0.6943,0.7196
296.875,5,0.5357,0.8198
296.875,6,0.8599,0.6264
296.875,7,0.7691,0.6717
296.875,8,1.0021,0.536
296.875,9,0.5606,0.8095
296.875,10,0.6612,0.7426
296.875,11,0.5809,0.7767
296.875,12,0.6734,0.7456
296.875,13,0.5965,0.8996
296.875,14,0.7209,0.6969
296.875,15,0.8124,0.6734
298.8281,0,0.5289,0.7927
298.8281,1,0.492,0.9675
298.8281,2,0.9104,0.5738
298.8281,3,0.8976,0.5641
298.8281,4,0.7122,0.7472
298.8281,5,0.6073,0.7815
298.8281,6,0.8497,0.6063
298.8281,7,0.8178,0.6244
298.8281,8,1.0031,0.5391
298.8281,9,0.5749,0.7912
298.8281,10,0.6733,0.7189
298.8281,11,0.6336,0.7421
298.8281,12,0.6903,0.7692
298.8281,13,0.6132,0.7879
298.8281,14,0.7644,0.7135
298.8281,15,0.8481,0.6533
300.7812,0,0.5438,0.8332
300.7812,1,0.4609,0.839
300.7812,2,0.9353,0.5878
300.7812,3,0.8895,0.5689
300.7812,4,0.694,0.7065
300.7812,5,0.6223,0.7988
300.7812,6,0.8543,0.6216
300.7812,7,0.8341,0.6353
300.7812,8,0.9885,0.5288
300.7812,9,0.5704,0.8091
300.7812,10,0.6568,0.728
300.7812,11,0.6703,0.7892
300.7812,12,0.6909,0.7786
300.7812,13,0.6122,0.7965
300.7812,14,0.7749,0.7085
300.7812,15,0.8549,0.6476
302.7344,0,0.4896,0.839
302.7344,1,0.4027,0.9919
302.7344,2,0.897,0.5789
302.7344,3,0.8633,0.6184
302.7344,4,0.6719,0.7106
302.7344,5,0.5736,0.8714
302.7344,6,0.8289,0.6289
302.7344,7,0.7674,0.6747
302.7344,8,1.003,0.522
302.7344,9,0.8964,1.2269
302.7344,10,0.6278,0.7645
302.7344,11,0.6265,0.8272
302.7344,12,0.6691,0.7571
302.7344,13,0.5541,0.8613
302.7344,14,0.7072,0.6904
302.7344,15,0.8292,0.6556
304.6875,0,0.4438,0.9368
304.6875,1,0.3059,0.9676
304.6875,2,0.8964,0.5978
304.6875,3,0.8135,0.6249
304.6875,4,0.6858,0.7498
304.6875,5,0.5114,0.8863
304.6875,6,0.8232,0.6387
304.6875,7,0.726,0.733
304.6875,8,1.0032,0.5146
304.6875,9,0.5261,0.8467
304.6875,10,0.6132,0.7718
304.6875,11,0.5517,0.869
304.6875,12,0.6458,0.7424
304.6875,13,0.4971,0.902
304.6875,14,0.6924,0.7248
304.6875,15,0.8285,0.6667
306.6406,0,1.0791,1.9283
306.6406,1,0.4285,2.3345
306.6406,2,0.9057,0.5827
306.6406,3,0.8261,0.6376
306.6406,4,0.6919,0.7459
306.6406,5,0.711,1.9007
306.6406,6,0.8198,0.6084
306.6406,7,0.7422,0.7143
306.6406,8,1.018,0.5154
306.6406,9,0.5534,0.8922
306.6406,10,0.6275,0.8416
306.6406,11,0.5423,0.8309
306.6406,12,0.7,0.822
306.6406,13,0.493,0.8804
306.6406,14,0.6901,0.7396
306.6406,15,0.8711,0.6778
308.5938,0,0.487,0.927
308.5938,1,0.3073,0.9396
308.5938,2,0.9316,0.5586
308.5938,3,0.8418,0.6298
308.5938,4,0.7027,0.7156
308.5938,5,0.5254,0.8018
308.5938,6,0.8666,0.6646
308.5938,7,0.7704,0.6988
308.5938,8,1.0288,0.4952
308.5938,9,0.5585,0.8249
308.5938,10,0.6449,0.7942
308.5938,11,0.5726,0.8502
308.5938,12,0.6982,0.7482
308.5938,13,0.5385,0.9412
308.5938,14,0.7038,0.72
308.5938,15,0.93,0.6375
310.5469,0,0.4876,0.8961
310.5469,1,0.3185,1.018
310.5469,2,0.9492,0.5564
310.5469,3,0.8777,0.6098
310.5469,4,0.7315,0.7169
310.5469,5,0.5702,0.8705
310.5469,6,0.8768,0.6455
310.5469,7,0.8006,0.6832
310.5469,8,1.0496,0.502
310.5469,9,0.571,0.8118
310.5469,10,0.6539,0.7689
310.5469,11,0.581,0.8117
310.5469,12,0.7029,0.7155
310.5469,13,0.5291,0.8401
310.5469,14,0.7314,0.7109
310.5469,15,0.982,0.627
312.5,0,0.5208,0.9216
312.5,1,0.4566,1.9438
312.5,2,0.9644,0.5599
312.5,3,0.891,0.6042
312.5,4,0.7309,0.6996
312.5,5,0.5606,0.8329
312.5,6,0.8761,0.5986
312.5,7,0.8122,0.6695
312.5,8,1.0497,0.4849
312.5,9,0.5829,0.8145
312.5,10,0.6703,0.7721
312.5,11,0.5693,0.7691
312.5,12,0.7197,0.7049
312.5,13,0.5235,0.8521
312.5,14,0.7326,0.7074
312.5,15,1.0034,0.5823
314.4531,0,0.5119,0.8793
314.4531,1,0.3127,0.9264
314.4531,2,0.9292,0.5507
314.4531,3,0.9152,0.5862
314.4531,4,0.7261,0.6915
314.4531,5,0.5623,0.8026
314.4531,6,0.867,0.6065
314.4531,7,0.7761,0.6462
314.4531,8,1.0232,0.46
314.4531,9,0.5862,0.8186
314.4531,10,0.6564,0.7486
314.4531,11,0.5706,0.8261
314.4531,12,0.7015,0.7234
314.4531,13,0.5185,0.8195
314.4531,14,0.731,0.7078
314.4531,15,1.0226,0.5495
316.4062,0,0.4902,0.8635
316.4062,1,0.3052,1.0209
316.4062,2,0.9108,0.5631
316.4062,3,0.9193,0.5991
316.4062,4,0.7282,0.7297
316.4062,5,0.5686,0.8294
316.4062,6,0.8623,0.6031
316.4062,7,0.7853,0.6667
316.4062,8,1.0479,0.4944
316.4062,9,0.5836,0.8558
316.4062,10,0.636,0.7342
316.4062,11,0.5771,0.8304
316.4062,12,0.6765,0.7065
316.4062,13,0.5046,0.8452
316.4062,14,0.7157,0.7033
316.4062,15,1.0796,0.5501
318.3594,0,0.4688,0.8689
318.3594,1,0.2743,0.9001
318.3594,2,0.9174,0.5838
318.3594,3,0.9021,0.5699
318.3594,4,0.722,0.7542
318.3594,5,0.956,1.3263
318.3594,6,0.8378,0.6181
318.3594,7,0.7533,0.6554
318.3594,8,1.0338,0.5162
318.3594,9,0.5444,0.7839
318.3594,10,0.618,0.7633
318.3594,11,0.54,0.7832
318.3594,12,0.6686,0.7627
318.3594,13,0.5091,0.9275
318.3594,14,0.6973,0.7558
318.3594,15,1.1044,0.5211
320.3125,0,0.4618,0.9031
320.3125,1,0.2821,0.9753
320.3125,2,0.915,0.6056
320.3125,3,0.8869,0.6079
320.3125,4,0.696,0.7194
320.3125,5,0.5412,0.9165
320.3125,6,0.8322,0.6395
320.3125,7,0.7599,0.6759
320.3125,8,1.0006,0.5324
320.3125,9,0.7188,1.1977
320.3125,10,0.5968,0.8052
320.3125,11,0.5369,0.9037
320.3125,12,0.6451,0.7831
320.3125,13,0.4878,0.9502
320.3125,14,0.6816,0.7807
320.3125,15,1.1146,0.5039
322.2656,0,0.4308,0.7932
322.2656,1,0.3016,0.9875
322.2656,2,0.8784,0.5966
322.2656,3,0.8678,0.6152
322.2656,4,0.7004,0.7743
322.2656,5,0.518,0.8663
322.2656,6,0.8309,0.6427
322.2656,7,0.7565,0.6876
322.2656,8,1.001,0.5706
322.2656,9,0.533,0.8612
322.2656,10,0.5979,0.8463
322.2656,11,0.5055,0.8689
322.2656,12,0.6002,0.7858
322.2656,13,0.4662,0.9085
322.2656,14,0.6361,0.7491
322.2656,15,1.097,0.493
324.2188,0,0.4554,0.9726
324.2188,1,0.3038,1.0119
324.2188,2,0.8878,0.6064
324.2188,3,0.8555,0.5892
324.2188,4,0.6838,0.7306
324.2188,5,0.5093,0.8933
324.2188,6,0.8208,0.6434
324.2188,7,0.7559,0.7006
324.2188,8,0.9433,0.5391
324.2188,9,0.5023,0.8123
324.2188,10,0.5679,0.8218
324.2188,11,0.5009,0.8931
324.2188,12,0.5762,0.7481
324.2188,13,0.8848,1.9257
324.2188,14,0.629,0.7789
324.2188,15,1.1445,0.4867
326.1719,0,0.4454,0.9535
326.1719,1,0.3053,1.0115
326.1719,2,0.8732,0.595
326.1719,3,0.864,0.6453
326.1719,4,0.6872,0.7452
326.1719,5,0.5056,0.85
326.1719,6,0.8356,0.6569
326.1719,7,0.7257,0.7079
326.1719,8,0.9491,0.5717
326.1719,9,0.5042,0.879
326.1719,10,0.5565,0.7838
326.1719,11,0.4903,0.8713
326.1719,12,0.5958,0.8019
326.1719,13,0.4594,0.9265
326.1719,14,0.6355,0.7943
326.1719,15,1.1435,0.4615
328.125,0,0.4419,0.9006
328.125,1,0.314,1.0646
328.125,2,0.8978,0.5796
328.125,3,0.8646,0.6305
328.125,4,0.7068,0.7068
328.125,5,0.5091,0.8578
328.125,6,0.8355,0.6235
328.125,7,0.7081,0.701
328.125,8,0.9538,0.5622
328.125,9,0.4962,0.8369
328.125,10,0.5617,0.7947
328.125,11,0.4839,0.8595
328.125,12,0.597,0.7995
328.125,13,0.4883,1.6215
328.125,14,0.6567,0.8069
328.125,15,1.1768,0.4371
330.0781,0,0.4526,0.9386
330.0781,1,0.3113,0.9055
330.0781,2,0.9127,0.5843
330.0781,3,0.8719,0.6247
330.0781,4,0.7537,0.7043
330.0781,5,0.5049,0.8841
330.0781,6,0.8451,0.5989
330.0781,7,0.7165,0.7257
330.0781,8,0.9504,0.5631
330.0781,9,0.5075,0.8911
330.0781,10,0.5909,0.8549
330.0781,11,0.4869,0.8216
330.0781,12,0.6141,0.8155
330.0781,13,0.4603,0.8976
330.0781,14,0.6677,0.7751
330.0781,15,1.1589,0.4656
332.0312,0,0.4494,0.9316
332.0312,1,0.3498,1.0533
332.0312,2,0.9151,0.5707
332.0312,3,0.8452,0.6189
332.0312,4,0.803,0.6849
332.0312,5,0.5138,0.9283
332.0312,6,0.8465,0.5975
332.0312,7,0.7143,0.7121
332.0312,8,0.9646,0.5397
332.0312,9,0.5123,0.9127
332.0312,10,0.597,0.8066
332.0312,11,0.9796,1.5917
332.0312,12,0.6394,0.7746
332.0312,13,0.4601,0.8655
332.0312,14,0.6686,0.7346
332.0312,15,1.1532,0.4443
333.9844,0,0.4636,0.925
333.9844,1,0.3712,0.9765
333.9844,2,0.9385,0.5584
333.9844,3,0.8578,0.6255
333.9844,4,0.8173,0.5971
333.9844,5,0.4956,0.7942
333.9844,6,0.866,0.6177
333.9844,7,0.7393,0.7201
333.9844,8,0.9813,0.5271
333.9844,9,0.536,0.918
333.9844,10,0.6,0.7702
333.9844,11,0.5112,0.8307
333.9844,12,0.6503,0.7732
333.9844,13,0.4928,0.9162
333.9844,14,0.691,0.7391
333.9844,15,1.147,0.4517
335.9375,0,0.4582,0.9276
335.9375,1,0.3916,0.9617
335.9375,2,0.9471,0.5568
