freqs,channel,p1,chi2
505.8594,0,0.285,1.0149
505.8594,1,0.1415,0.4239
505.8594,2,0.6522,0.7264
505.8594,3,0.5921,0.83
505.8594,4,0.4972,0.937
505.8594,5,0.3454,0.903
505.8594,6,0.6573,0.7287
505.8594,7,0.6022,0.8381
505.8594,8,0.5586,0.8338
505.8594,9,0.2385,0.9802
505.8594,10,0.2812,0.9652
505.8594,11,0.2656,0.9962
505.8594,12,0.3726,0.9358
505.8594,13,0.2318,0.9748
505.8594,14,0.3618,0.911
505.8594,15,0.4234,0.9379
507.8125,0,0.3,0.9516
507.8125,1,0.1621,0.9888
507.8125,2,0.6959,0.7551
507.8125,3,0.6105,0.7682
507.8125,4,0.5059,0.9689
507.8125,5,0.498,1.7225
507.8125,6,0.673,0.7411
507.8125,7,0.5982,0.8121
507.8125,8,0.9605,1.3648
507.8125,9,0.2555,1.0213
507.8125,10,0.291,1.0049
507.8125,11,0.2718,1.0001
507.8125,12,0.4013,0.9545
507.8125,13,0.1535,0.3081
507.8125,14,0.3857,0.9252
507.8125,15,0.4397,0.8994
509.7656,0,0.3198,1.1376
509.7656,1,0.1436,0.4085
509.7656,2,0.6852,0.7234
509.7656,3,0.6398,0.783
509.7656,4,0.5151,0.8783
509.7656,5,0.3792,0.9576
509.7656,6,0.6862,0.7145
509.7656,7,0.623,0.795
509.7656,8,0.595,0.8556
509.7656,9,0.2708,0.9849
509.7656,10,0.3151,1.1379
509.7656,11,0.2764,0.9617
509.7656,12,0.4181,0.8893
509.7656,13,0.2482,1.0139
509.7656,14,0.4027,0.9126
509.7656,15,0.5044,0.9704
511.7188,0,0.3064,0.8992
511.7188,1,0.1635,1.1355
511.7188,2,0.7142,0.7818
511.7188,3,0.6611,1.19
511.7188,4,0.5248,0.8809
511.7188,5,0.3877,1.0305
511.7188,6,0.7001,0.7211
511.7188,7,0.6261,0.7852
511.7188,8,0.6041,0.8533
511.7188,9,0.2679,1.0192
511.7188,10,0.3025,1.0226
511.7188,11,0.2823,2.2624
511.7188,12,0.4212,0.8985
511.7188,13,0.3565,2.4002
511.7188,14,0.3866,0.8533
511.7188,15,0.503,0.8549
513.6719,0,0.3097,1.0002
513.6719,1,0.505,7.6869
513.6719,2,0.7036,0.7395
513.6719,3,0.6089,0.7511
513.6719,4,0.5011,0.8462
513.6719,5,0.3662,0.9536
513.6719,6,0.7142,0.747
513.6719,7,0.6056,0.7731
513.6719,8,0.5819,0.8434
513.6719,9,0.2639,1.0309
513.6719,10,0.2959,0.9637
513.6719,11,0.1505,0.2876
513.6719,12,0.4253,0.8824
513.6719,13,0.2411,0.9524
513.6719,14,0.3946,0.9547
513.6719,15,0.527,0.9205
515.625,0,0.2893,0.935
515.625,1,0.1404,0.4289
515.625,2,0.6796,0.7421
515.625,3,0.5925,0.758
515.625,4,0.4722,0.8275
515.625,5,0.3472,0.9679
515.625,6,0.6963,0.7552
515.625,7,0.6328,0.8886
515.625,8,0.552,0.8024
515.625,9,0.2507,0.9781
515.625,10,0.2945,1.0316
515.625,11,0.2829,1.0939
515.625,12,0.4167,0.9374
515.625,13,0.2366,0.9728
515.625,14,0.3768,0.9412
515.625,15,0.5372,0.9436
517.5781,0,0.27,0.9985
517.5781,1,0.1385,0.4307
517.5781,2,0.6809,0.7755
517.5781,3,0.5803,0.8385
517.5781,4,0.4741,0.9409
517.5781,5,0.3369,1.0309
517.5781,6,0.6469,0.7116
517.5781,7,0.5648,0.8014
517.5781,8,0.5285,0.8071
517.5781,9,0.2416,1.018
517.5781,10,0.2731,0.8993
517.5781,11,0.2619,1.0197
517.5781,12,0.3868,0.9528
517.5781,13,0.2205,0.9693
517.5781,14,0.3491,0.8914
517.5781,15,0.5647,0.9551
519.5312,0,0.2558,1.0062
519.5312,1,0.1341,0.4756
519.5312,2,0.6396,0.7261
519.5312,3,0.5735,0.888
519.5312,4,0.6823,1.4583
519.5312,5,0.314,1.0159
519.5312,6,0.6394,0.725
519.5312,7,0.5405,0.8071
519.5312,8,0.5214,0.8512
519.5312,9,0.2264,0.9825
519.5312,10,0.2594,0.9389
519.5312,11,0.2503,0.9842
519.5312,12,0.5262,2.0564
519.5312,13,0.2161,1.096
519.5312,14,0.3432,0.9356
519.5312,15,0.5516,0.9249
521.4844,0,0.1536,0.309
521.4844,1,0.132,1.0741
521.4844,2,0.6611,0.7854
521.4844,3,0.5444,0.8531
521.4844,4,0.4243,0.8614
521.4844,5,0.3131,0.9592
521.4844,6,0.6372,0.7436
521.4844,7,0.5292,0.8389
521.4844,8,0.5233,0.9761
521.4844,9,0.1541,0.3134
521.4844,10,0.2531,0.9516
521.4844,11,0.2374,0.9335
521.4844,12,0.3587,0.9403
521.4844,13,0.2098,0.9712
521.4844,14,0.35,1.0416
521.4844,15,0.5438,0.9095
523.4375,0,0.2381,1.0335
523.4375,1,0.1306,0.4828
523.4375,2,0.6485,0.7575
523.4375,3,0.5456,0.9125
523.4375,4,0.4304,0.9468
523.4375,5,0.3192,1.0273
523.4375,6,0.6488,0.792
523.4375,7,0.5188,0.8904
523.4375,8,0.4898,0.9174
523.4375,9,0.1546,0.3342
523.4375,10,0.2661,1.1239
523.4375,11,0.1543,0.3366
523.4375,12,0.3415,0.9648
523.4375,13,0.4036,2.9426
523.4375,14,0.3474,0.9294
523.4375,15,0.5544,0.9299
525.3906,0,0.1532,0.3264
525.3906,1,0.1298,1.0485
525.3906,2,0.6498,0.8047
525.3906,3,0.5247,0.8458
525.3906,4,0.4116,0.8264
525.3906,5,0.3094,0.9009
525.3906,6,0.6402,0.7726
525.3906,7,0.5018,0.8713
525.3906,8,0.4824,0.9329
525.3906,9,0.1565,0.3343
525.3906,10,0.2464,0.9394
525.3906,11,0.2292,0.9867
525.3906,12,0.3433,0.9866
525.3906,13,0.394,2.6445
525.3906,14,0.3615,1.0554
525.3906,15,0.5365,0.9447
527.3438,0,0.2311,0.9958
527.3438,1,0.1329,0.4892
527.3438,2,0.6439,0.8061
527.3438,3,0.5125,0.8219
527.3438,4,0.4306,0.8806
527.3438,5,0.3097,1.0108
527.3438,6,0.6182,0.755
527.3438,7,0.5049,0.9706
527.3438,8,0.4925,0.9084
527.3438,9,0.1547,0.3326
527.3438,10,0.2515,1.047
527.3438,11,0.2314,1.013
527.3438,12,0.3531,0.9859
527.3438,13,0.1527,0.3329
527.3438,14,0.3272,0.9449
527.3438,15,0.5235,0.8866
529.2969,0,0.2329,0.9346
529.2969,1,0.1287,0.9784
529.2969,2,0.6345,0.7804
529.2969,3,0.5195,0.8557
529.2969,4,0.4328,0.8388
529.2969,5,0.3019,1.0567
529.2969,6,0.6035,0.7576
529.2969,7,0.4765,0.8159
529.2969,8,0.4911,0.8859
529.2969,9,0.218,1.0033
529.2969,10,0.1534,0.2965
529.2969,11,0.2395,1.1836
529.2969,12,0.364,1.0165
529.2969,13,0.2118,1.1306
529.2969,14,0.3285,0.9156
529.2969,15,0.5395,0.9423
531.25,0,0.255,1.0674
531.25,1,0.1326,0.4909
531.25,2,0.6361,0.7708
531.25,3,0.5196,0.8656
531.25,4,0.454,0.8591
531.25,5,0.286,0.8464
531.25,6,0.6302,0.7937
531.25,7,0.4833,0.8868
531.25,8,0.4943,0.8639
531.25,9,0.2236,1.0699
531.25,10,1.1047,3.4057
531.25,11,0.1531,0.3153
531.25,12,0.3609,0.9135
531.25,13,0.153,0.3399
531.25,14,0.3699,2.126
531.25,15,0.5339,0.9064
533.2031,0,0.2619,0.9962
533.2031,1,0.1403,1.164
533.2031,2,0.6684,0.7861
533.2031,3,0.5208,0.9083
533.2031,4,0.4818,0.8731
533.2031,5,0.2961,0.8703
533.2031,6,0.6379,0.7992
533.2031,7,0.5013,0.9586
533.2031,8,0.5175,0.8821
533.2031,9,0.2274,1.0414
533.2031,10,0.2561,0.9642
533.2031,11,2.5802,4.655
533.2031,12,0.3869,0.9463
533.2031,13,0.2211,1.0987
533.2031,14,0.4303,3.5107
533.2031,15,0.54,0.9238
535.1562,0,0.2707,0.9839
535.1562,1,0.1428,0.9675
535.1562,2,0.6697,0.74
535.1562,3,0.5176,0.8784
535.1562,4,0.5077,0.8582
535.1562,5,0.3108,1.0034
535.1562,6,0.6664,0.8113
535.1562,7,0.4914,0.867
535.1562,8,0.517,0.8216
535.1562,9,0.2328,1.0571
535.1562,10,0.2703,1.047
535.1562,11,0.2371,0.9731
535.1562,12,0.3906,0.8923
535.1562,13,0.1514,0.3195
535.1562,14,0.3511,0.9413
535.1562,15,0.5164,0.9119
537.1094,0,0.2825,1.048
537.1094,1,0.1348,0.4508
537.1094,2,0.6691,0.763
537.1094,3,0.4644,1.6722
537.1094,4,0.5203,0.8443
537.1094,5,0.3096,1.0499
537.1094,6,0.6522,0.7281
537.1094,7,0.5013,0.8757
537.1094,8,0.5326,0.8541
537.1094,9,0.1553,0.3128
537.1094,10,0.2645,1.0177
537.1094,11,0.1558,0.3088
537.1094,12,0.4113,1.0356
537.1094,13,0.2192,1.0067
537.1094,14,0.3623,0.9277
537.1094,15,0.5092,0.9514
539.0625,0,0.2746,0.965
539.0625,1,0.1435,0.9301
539.0625,2,0.6583,0.7483
539.0625,3,0.4971,0.8293
539.0625,4,0.5348,0.8889
539.0625,5,0.3047,1.0014
539.0625,6,0.6475,0.7655
539.0625,7,0.4962,0.8568
539.0625,8,0.5165,0.8723
539.0625,9,0.2249,1.0837
539.0625,10,0.2561,1.0155
539.0625,11,0.2255,1.0413
539.0625,12,0.3792,0.8885
539.0625,13,0.2214,1.1239
539.0625,14,0.3598,0.9607
539.0625,15,0.4648,0.9643
541.0156,0,0.2707,0.988
541.0156,1,0.1461,1.083
541.0156,2,0.6362,0.7713
541.0156,3,0.5057,0.8768
541.0156,4,0.5176,0.8681
541.0156,5,0.3263,1.8034
541.0156,6,0.627,0.7666
541.0156,7,0.4851,0.9208
541.0156,8,0.4705,0.8161
541.0156,9,0.1536,0.3319
541.0156,10,0.2488,0.9991
541.0156,11,0.2122,0.8918
541.0156,12,0.371,0.9622
541.0156,13,0.2095,0.9965
541.0156,14,0.3461,0.9904
541.0156,15,0.441,1.038
542.9688,0,0.763,2.6444
542.9688,1,0.136,0.4505
542.9688,2,0.6279,0.799
542.9688,3,0.4928,0.8719
542.9688,4,0.5039,0.8779
542.9688,5,0.2843,1.0659
542.9688,6,0.6146,0.7894
542.9688,7,0.458,0.9292
542.9688,8,0.4726,0.908
542.9688,9,0.4102,6.3242
542.9688,10,0.2425,0.9994
542.9688,11,0.2075,1.0255
542.9688,12,0.3574,0.9204
542.9688,13,0.2045,1.0435
542.9688,14,0.3159,0.864
542.9688,15,0.4104,1.1029
544.9219,0,0.2463,0.9706
544.9219,1,0.135,0.4641
544.9219,2,0.5999,0.7955
544.9219,3,0.468,0.8876
544.9219,4,0.582,1.3568
544.9219,5,0.2666,0.8955
544.9219,6,0.6034,0.8269
544.9219,7,0.4332,0.8882
544.9219,8,0.4439,0.8869
544.9219,9,0.1889,0.9442
544.9219,10,0.2271,0.9572
544.9219,11,0.15,0.3596
544.9219,12,0.3454,1.0757
544.9219,13,0.15,0.3674
544.9219,14,0.3083,0.9536
544.9219,15,0.3594,0.9899
546.875,0,0.2397,1.004
546.875,1,0.1362,0.4576
546.875,2,0.5976,0.8398
546.875,3,0.4767,0.9474
546.875,4,0.4942,0.9025
546.875,5,0.2624,0.9571
546.875,6,0.5752,0.7969
546.875,7,0.4211,0.8933
546.875,8,0.4411,0.9851
546.875,9,0.2,1.0099
546.875,10,0.1537,0.3277
546.875,11,0.1862,0.9265
546.875,12,0.3233,1.0186
546.875,13,0.1928,1.1439
546.875,14,0.293,0.9506
546.875,15,0.3293,0.9608
548.8281,0,0.235,1.1526
548.8281,1,0.1363,0.4557
548.8281,2,0.5978,0.8195
548.8281,3,0.4484,0.9025
548.8281,4,0.4888,0.901
548.8281,5,0.2588,0.9592
548.8281,6,0.5591,0.8217
548.8281,7,0.4294,0.9944
548.8281,8,0.4197,0.954
548.8281,9,0.1475,0.3726
548.8281,10,0.2285,1.0934
548.8281,11,0.1819,0.9738
548.8281,12,0.3171,1.0941
548.8281,13,0.1888,0.9185
548.8281,14,0.2901,0.9517
548.8281,15,0.3204,1.0731
550.7812,0,0.2324,1.0969
550.7812,1,0.1367,0.4598
550.7812,2,0.583,0.8014
550.7812,3,0.4447,0.8805
550.7812,4,0.5062,0.9936
550.7812,5,0.2532,1.0332
550.7812,6,0.5637,0.807
550.7812,7,0.4069,0.8729
550.7812,8,0.4055,0.9054
550.7812,9,0.1758,0.9432
550.7812,10,0.2233,1.0539
550.7812,11,0.1488,0.3732
550.7812,12,0.4202,1.8359
550.7812,13,0.1926,1.1424
550.7812,14,0.2821,1.0135
550.7812,15,0.3036,1.025
552.7344,0,0.2217,0.8669
552.7344,1,0.1383,0.4595
552.7344,2,0.5907,0.8252
552.7344,3,0.4641,1.0218
552.7344,4,0.478,0.9016
552.7344,5,0.2487,0.9539
552.7344,6,0.5626,0.8302
552.7344,7,0.4073,0.9052
552.7344,8,0.4078,0.9112
552.7344,9,0.1454,0.3835
552.7344,10,0.2195,0.9796
552.7344,11,0.15,0.3836
552.7344,12,0.2253,3.5885
552.7344,13,0.1786,0.9233
552.7344,14,0.2827,0.9518
552.7344,15,0.2987,0.9456
554.6875,0,0.1532,0.336
554.6875,1,0.1343,0.4571
554.6875,2,0.5794,0.7731
554.6875,3,0.4484,0.876
554.6875,4,0.4949,0.9422
554.6875,5,0.2501,0.9415
554.6875,6,0.5695,0.809
554.6875,7,0.546,1.8765
554.6875,8,0.4087,0.9007
554.6875,9,0.1478,0.3876
554.6875,10,0.2246,1.0454
554.6875,11,0.1508,0.3871
554.6875,12,0.297,0.9298
554.6875,13,0.1834,1.1754
554.6875,14,0.1494,0.2767
554.6875,15,0.3084,1.0722
556.6406,0,0.242,1.0851
556.6406,1,0.1373,0.4594
556.6406,2,0.617,0.8077
556.6406,3,0.5056,1.5706
556.6406,4,0.4832,0.8853
556.6406,5,0.257,0.9412
556.6406,6,0.5717,0.8104
556.6406,7,0.4497,0.9742
556.6406,8,0.4155,0.9124
556.6406,9,0.1483,0.3789
556.6406,10,0.218,0.9132
556.6406,11,0.1461,0.3656
556.6406,12,0.2989,0.9301
556.6406,13,0.1802,1.0417
556.6406,14,0.4495,1.5918
556.6406,15,0.2951,0.9356
558.5938,0,0.2425,0.8912
558.5938,1,0.1522,1.0218
558.5938,2,0.651,0.7716
558.5938,3,0.4739,0.8612
558.5938,4,0.4842,0.8774
558.5938,5,0.2686,1.0965
558.5938,6,0.5951,0.8174
558.5938,7,0.4565,0.9418
558.5938,8,0.9663,1.944
558.5938,9,0.1487,0.3744
558.5938,10,0.1537,0.3219
558.5938,11,0.1502,0.3574
558.5938,12,0.1461,0.2545
558.5938,13,0.1503,0.3681
558.5938,14,0.3032,0.9322
558.5938,15,0.3181,1.0805
560.5469,0,0.1531,0.3056
560.5469,1,0.142,0.4233
560.5469,2,0.6409,0.7584
560.5469,3,0.4934,0.94
560.5469,4,0.4691,0.8571
560.5469,5,0.1509,0.2845
560.5469,6,0.5995,0.8
560.5469,7,0.4635,0.9062
560.5469,8,0.4359,0.8825
560.5469,9,0.1856,1.0281
560.5469,10,0.2039,3.2827
560.5469,11,0.194,1.031
560.5469,12,0.3202,0.8733
560.5469,13,0.1919,1.0408
560.5469,14,0.3149,0.9946
560.5469,15,1.307,2.8006
562.5,0,0.4029,1.8638
562.5,1,0.1504,0.9732
562.5,2,0.6403,0.7475
562.5,3,0.4613,0.7858
562.5,4,0.4785,0.9425
562.5,5,0.2789,1.0545
562.5,6,0.5997,0.8188
562.5,7,0.4674,0.896
562.5,8,0.4472,0.9024
562.5,9,0.1496,0.3684
562.5,10,0.2315,0.9994
562.5,11,0.1495,0.3633
562.5,12,0.2311,2.2433
562.5,13,0.1891,1.0282
562.5,14,0.3219,1.0295
562.5,15,0.1451,0.2705
564.4531,0,0.3412,3.8642
564.4531,1,0.1392,0.4423
564.4531,2,0.6535,0.785
564.4531,3,0.4816,0.9029
564.4531,4,0.4907,1.6629
564.4531,5,0.2717,0.9542
564.4531,6,0.6009,0.81
564.4531,7,0.4765,0.87
564.4531,8,0.4458,0.9246
564.4531,9,0.1476,0.3737
564.4531,10,0.2219,0.9285
564.4531,11,0.1896,0.9979
564.4531,12,0.4318,1.4509
564.4531,13,0.148,0.3763
564.4531,14,0.3018,0.8855
564.4531,15,0.3119,1.0421
566.4062,0,0.2495,1.0059
566.4062,1,0.1368,0.4655
566.4062,2,0.6247,0.775
566.4062,3,0.457,0.8383
566.4062,4,0.4354,0.9637
566.4062,5,0.2735,1.0013
566.4062,6,0.571,0.7945
566.4062,7,0.4706,0.8781
566.4062,8,0.4359,0.9188
566.4062,9,0.1478,0.3737
566.4062,10,0.2369,2.9238
566.4062,11,0.1487,0.372
566.4062,12,0.5851,1.7748
566.4062,13,0.147,0.377
566.4062,14,0.2945,0.9387
566.4062,15,0.3032,1.0468
568.3594,0,0.2449,1.011
568.3594,1,0.1336,0.474
568.3594,2,0.6188,0.8145
568.3594,3,0.4495,0.883
568.3594,4,0.4062,0.9508
568.3594,5,0.2653,0.9384
568.3594,6,0.5612,0.7938
568.3594,7,0.4461,0.8573
568.3594,8,0.4045,0.8268
568.3594,9,0.1749,0.9405
568.3594,10,0.2092,0.9811
568.3594,11,0.1832,1.0307
568.3594,12,0.3098,1.0371
568.3594,13,0.1485,0.3891
568.3594,14,0.2865,0.9797
568.3594,15,0.1473,0.2768
570.3125,0,0.2373,1.0259
570.3125,1,0.1302,0.4652
570.3125,2,0.5986,0.8007
570.3125,3,0.4376,0.9322
570.3125,4,0.3887,1.059
570.3125,5,0.2644,0.9914
570.3125,6,0.5442,0.8006
570.3125,7,0.4464,0.9443
570.3125,8,0.3959,0.8874
570.3125,9,0.1706,1.0304
570.3125,10,0.1989,0.9595
570.3125,11,0.1467,0.3864
570.3125,12,0.3001,1.0695
570.3125,13,0.1445,0.3932
570.3125,14,0.2805,0.9888
570.3125,15,0.1461,0.2822
572.2656,0,0.2299,0.8794
572.2656,1,0.1928,2.6233
572.2656,2,0.5989,0.8524
572.2656,3,0.4213,0.8633
572.2656,4,0.362,0.951
572.2656,5,0.2731,1.0315
572.2656,6,0.5384,0.8496
572.2656,7,0.4281,0.9012
572.2656,8,0.3877,0.9222
572.2656,9,0.1463,0.3984
572.2656,10,0.1976,0.9396
572.2656,11,0.1747,1.0374
572.2656,12,0.2973,1.1522
572.2656,13,0.143,0.395
572.2656,14,0.1507,0.2779
572.2656,15,0.2793,1.0232
574.2188,0,0.2347,0.9407
574.2188,1,0.1396,0.4372
574.2188,2,0.5954,0.8572
574.2188,3,0.4241,0.9636
574.2188,4,0.3657,1.0622
574.2188,5,0.2738,0.9516
574.2188,6,0.532,0.8511
574.2188,7,0.4358,0.9292
574.2188,8,0.3895,0.9633
574.2188,9,0.1469,0.3976
574.2188,10,0.4734,2.8035
574.2188,11,0.1455,0.3747
574.2188,12,0.2682,0.8809
574.2188,13,0.1451,0.3828
574.2188,14,0.2589,0.9522
574.2188,15,0.2918,1.1543
576.1719,0,0.2469,1.1289
576.1719,1,0.1907,0.5949
576.1719,2,0.5775,0.8217
576.1719,3,0.4256,0.9484
576.1719,4,0.4892,1.6461
576.1719,5,0.2698,0.9211
576.1719,6,0.5253,0.838
576.1719,7,0.4256,0.8731
576.1719,8,0.4052,1.0077
576.1719,9,0.1716,0.9678
576.1719,10,0.1885,0.9735
576.1719,11,0.1728,0.9675
576.1719,12,0.2754,1.0144
576.1719,13,0.1709,1.1603
576.1719,14,0.263,1.0348
576.1719,15,0.2869,1.0661
578.125,0,0.1541,0.3035
578.125,1,0.1316,1.1102
578.125,2,0.5904,0.8712
578.125,3,0.4076,0.8934
578.125,4,0.3452,0.9466
578.125,5,0.2683,1.0298
578.125,6,0.5254,0.8448
578.125,7,0.4115,0.8112
578.125,8,0.3905,0.9426
578.125,9,0.147,0.4045
578.125,10,0.1881,1.0069
578.125,11,0.1442,0.38
578.125,12,0.285,1.0246
578.125,13,0.1435,0.4013
578.125,14,0.1509,0.3037
578.125,15,0.1929,4.5617
580.0781,0,0.2567,1.0314
580.0781,1,0.1288,0.4964
580.0781,2,0.5645,0.7423
580.0781,3,0.4328,0.9641
580.0781,4,0.3709,0.9986
580.0781,5,0.2653,0.935
580.0781,6,0.5474,0.8375
580.0781,7,0.4336,0.9421
580.0781,8,0.4051,0.9283
580.0781,9,0.1463,0.3864
580.0781,10,0.1941,1.0644
580.0781,11,0.1762,0.9457
580.0781,12,0.2934,0.9852
580.0781,13,0.1472,0.3951
580.0781,14,0.2712,1.0983
580.0781,15,0.3199,1.1172
582.0312,0,0.267,1.064
582.0312,1,0.1255,1.1127
582.0312,2,0.5805,0.7415
582.0312,3,0.4508,0.918
582.0312,4,0.377,0.9547
582.0312,5,0.1286,5.1152
582.0312,6,0.5696,0.8418
582.0312,7,0.4443,0.9381
582.0312,8,0.4183,0.9589
582.0312,9,0.148,0.3875
582.0312,10,0.1501,0.3511
582.0312,11,0.1843,1.0492
582.0312,12,0.2959,0.839
582.0312,13,0.4374,3.0679
582.0312,14,0.269,0.9403
582.0312,15,0.3457,1.1262
583.9844,0,0.2677,0.9643
583.9844,1,0.1319,0.4902
583.9844,2,0.6202,0.7955
583.9844,3,0.4677,0.931
583.9844,4,0.3878,0.9511
583.9844,5,0.2922,0.9994
583.9844,6,0.5709,0.7862
583.9844,7,0.4537,0.9232
583.9844,8,0.425,0.9115
583.9844,9,0.1495,0.3789
583.9844,10,0.1517,0.3372
583.9844,11,0.1904,1.0352
583.9844,12,0.3253,1.017
583.9844,13,0.1818,0.9866
583.9844,14,0.356,2.1705
583.9844,15,0.3528,1.0104
585.9375,0,0.2749,0.9687
585.9375,1,0.1326,0.9835
585.9375,2,0.637,0.8043
585.9375,3,0.479,0.8898
585.9375,4,0.3457,2.2636
585.9375,5,0.2866,0.907
585.9375,6,0.601,0.8311
585.9375,7,0.4378,0.8286
585.9375,8,0.4407,0.9602
585.9375,9,0.1894,1.0029
585.9375,10,0.207,0.9632
585.9375,11,0.4188,3.4028
585.9375,12,0.3362,1.03
585.9375,13,0.1831,1.0248
585.9375,14,0.4835,2.5716
585.9375,15,0.3905,1.0413
587.8906,0,0.2887,1.0113
587.8906,1,0.1334,0.4701
587.8906,2,0.6356,0.7543
587.8906,3,0.4856,0.8668
587.8906,4,0.3989,0.8783
587.8906,5,0.2951,0.9885
587.8906,6,0.5784,0.8052
587.8906,7,0.4629,0.9083
587.8906,8,0.4331,0.9315
587.8906,9,0.1477,0.3682
587.8906,10,0.2034,0.9139
587.8906,11,0.1867,0.8946
587.8906,12,0.3363,0.9856
587.8906,13,0.3106,2.8279
587.8906,14,0.2811,1.0157
587.8906,15,0.4026,0.9893
589.8438,0,0.2831,1.0259
589.8438,1,0.1286,0.4843
589.8438,2,0.6339,0.8012
589.8438,3,0.4916,0.8797
589.8438,4,0.3942,0.9052
589.8438,5,0.3837,2.6485
589.8438,6,0.5723,0.7886
589.8438,7,0.444,0.8859
589.8438,8,0.6765,1.4239
589.8438,9,0.1516,0.3718
589.8438,10,0.1974,0.9268
589.8438,11,0.1491,0.3703
589.8438,12,0.3306,0.9406
589.8438,13,0.1498,0.3795
589.8438,14,0.2871,1.0893
589.8438,15,0.421,1.0728
591.7969,0,0.2693,0.9683
591.7969,1,0.1256,0.4906
591.7969,2,0.6136,0.7792
591.7969,3,0.4876,0.9199
591.7969,4,0.3876,0.8586
591.7969,5,0.3212,1.1518
591.7969,6,0.5784,0.8367
591.7969,7,0.4208,0.8743
591.7969,8,0.3908,1.8674
591.7969,9,0.3042,0.7344
591.7969,10,0.2373,1.3201
591.7969,11,0.1468,0.3949
591.7969,12,0.3153,0.9592
591.7969,13,0.1749,1.0572
591.7969,14,0.2701,0.9966
591.7969,15,0.3963,1.0248
593.75,0,0.1518,0.295
593.75,1,0.1241,0.5001
593.75,2,0.6191,0.8032
593.75,3,0.5664,2.0212
593.75,4,0.3962,1.0343
593.75,5,0.2785,0.9565
593.75,6,0.5385,0.7791
593.75,7,1.8714,2.5456
593.75,8,0.38,0.9101
593.75,9,0.1449,0.3908
593.75,10,0.1497,0.365
593.75,11,0.1459,0.3796
593.75,12,0.3033,1.0401
593.75,13,0.1699,1.0827
593.75,14,0.3614,1.4582
593.75,15,0.39,1.0629
595.7031,0,0.2458,1.0969
595.7031,1,0.1266,0.5331
595.7031,2,0.5926,0.841
595.7031,3,0.4729,0.9117
595.7031,4,0.3579,0.8916
595.7031,5,0.266,0.9926
595.7031,6,0.5551,0.8608
595.7031,7,0.3904,0.8586
595.7031,8,0.3591,0.9027
595.7031,9,2.8492,6.4121
595.7031,10,0.1821,1.0763
595.7031,11,0.1656,0.9742
595.7031,12,0.2817,0.9622
595.7031,13,0.1626,1.0105
595.7031,14,0.2463,0.9611
595.7031,15,0.3564,1.0058
597.6562,0,0.2371,1.078
597.6562,1,0.1244,0.5109
597.6562,2,0.5929,0.8498
597.6562,3,0.4575,0.8998
597.6562,4,0.3607,0.9352
597.6562,5,0.2639,0.9812
597.6562,6,0.5621,0.8584
597.6562,7,0.4569,3.3148
597.6562,8,0.3614,0.9909
597.6562,9,0.159,0.8708
597.6562,10,0.2323,2.9271
597.6562,11,0.1456,0.4018
597.6562,12,0.268,0.8749
597.6562,13,0.1445,0.4223
597.6562,14,0.2427,1.029
597.6562,15,0.3394,1.0117
599.6094,0,0.2188,0.841
599.6094,1,0.5266,1.3621
599.6094,2,0.5778,0.8061
599.6094,3,0.4449,0.8621
599.6094,4,0.3489,0.9089
599.6094,5,0.2622,0.9997
599.6094,6,0.553,0.8357
599.6094,7,0.3766,0.8617
599.6094,8,0.3525,0.9866
599.6094,9,0.1428,0.4191
599.6094,10,0.1754,0.9661
599.6094,11,0.1444,0.4077
599.6094,12,0.8846,2.9802
599.6094,13,0.1439,0.4019
599.6094,14,0.4255,3.2941
599.6094,15,0.3129,1.041
601.5625,0,0.2215,1.1002
601.5625,1,0.1308,0.5015
601.5625,2,0.5652,0.7722
601.5625,3,0.454,0.8544
601.5625,4,0.3478,0.9447
601.5625,5,0.2576,0.9888
601.5625,6,0.5353,0.8504
601.5625,7,0.3927,0.9271
601.5625,8,0.3466,0.9616
601.5625,9,0.1441,0.4195
601.5625,10,0.1472,0.3863
601.5625,11,0.5172,4.1413
601.5625,12,0.2613,0.9041
601.5625,13,0.1567,0.8918
601.5625,14,0.2318,0.8598
601.5625,15,0.3184,1.1063
603.5156,0,0.2166,1.0118
603.5156,1,0.1271,0.5186
603.5156,2,0.9199,1.5457
603.5156,3,0.5731,1.3051
603.5156,4,0.7986,2.4281
603.5156,5,0.1534,0.2799
603.5156,6,0.5206,0.8919
603.5156,7,0.416,1.0459
603.5156,8,0.4899,1.9129
603.5156,9,0.1435,0.4171
603.5156,10,0.1473,0.391
603.5156,11,0.146,0.4102
603.5156,12,0.2657,1.0494
603.5156,13,0.143,0.4186
603.5156,14,0.154,0.3152
603.5156,15,0.1471,0.2609
605.4688,0,0.2574,2.1228
605.4688,1,0.1764,1.4346
605.4688,2,0.8571,1.0404
605.4688,3,0.472,0.9192
605.4688,4,0.3782,1.0027
605.4688,5,0.4418,2.584
605.4688,6,0.5211,0.8343
605.4688,7,0.4024,0.8904
605.4688,8,0.3467,0.89
605.4688,9,0.1606,1.0673
605.4688,10,0.1465,0.3909
605.4688,11,0.2664,1.8588
605.4688,12,1.0368,3.206
605.4688,13,0.141,0.4065
605.4688,14,0.2372,0.9003
605.4688,15,0.2978,1.0518
607.4219,0,0.2251,1.1194
607.4219,1,0.2029,1.0661
607.4219,2,0.5892,0.7422
607.4219,3,0.4778,0.912
607.4219,4,0.3739,0.873
607.4219,5,0.1524,0.2915
