freqs,channel,p1,chi2
7.8125,14,0.1616,7.6043
7.8125,15,0.3045,41.032
9.7656,0,0.2955,1.1242
9.7656,1,0.1708,20.6453
9.7656,2,0.241,2.4747
9.7656,3,0.2693,7.7092
9.7656,4,0.3572,1.0753
9.7656,5,0.1788,9.0971
9.7656,6,0.2577,2.4955
9.7656,7,0.3178,2.4131
9.7656,8,0.3003,5.3248
9.7656,9,0.1355,19.6495
9.7656,10,0.1407,6.5924
9.7656,11,0.2361,25.3612
9.7656,12,0.2852,3.5956
9.7656,13,0.1653,14.9435
9.7656,14,0.1548,5.5587
9.7656,15,0.2857,41.9279
11.7188,0,0.3222,1.2246
11.7188,1,0.169,10.1974
11.7188,2,0.2448,2.1557
11.7188,3,0.2715,7.5249
11.7188,4,0.3858,1.3239
11.7188,5,0.1837,4.0445
11.7188,6,0.2677,2.5541
11.7188,7,0.3289,4.7445
11.7188,8,0.2986,9.6223
11.7188,9,0.1332,10.1766
11.7188,10,0.1407,4.1548
11.7188,11,0.2258,18.8365
11.7188,12,0.2901,8.5241
11.7188,13,0.1622,9.0218
11.7188,14,0.1533,3.8935
11.7188,15,0.2684,31.3939
13.6719,0,0.3237,1.6932
13.6719,1,0.1704,9.3962
13.6719,2,0.251,1.6491
13.6719,3,0.267,5.3774
13.6719,4,0.3889,1.3412
13.6719,5,0.175,5.4423
13.6719,6,0.2638,2.1558
13.6719,7,0.3261,2.4986
13.6719,8,0.3008,8.4574
13.6719,9,0.1332,10.2142
13.6719,10,0.1422,4.8793
13.6719,11,0.2352,18.4274
13.6719,12,0.2931,6.523
13.6719,13,0.163,8.7039
13.6719,14,0.1529,3.7959
13.6719,15,0.2808,32.5843
15.625,0,0.3056,2.2162
15.625,1,0.166,12.2964
15.625,2,0.2446,3.2757
15.625,3,0.2782,5.1291
15.625,4,0.3713,1.3843
15.625,5,0.1646,8.4247
15.625,6,0.2526,3.0726
15.625,7,0.3366,2.6613
15.625,8,0.2997,4.6669
15.625,9,0.1292,9.0534
15.625,10,0.1378,2.698
15.625,11,0.2563,16.1277
15.625,12,0.2907,2.0907
15.625,13,0.1622,7.7802
15.625,14,0.1517,2.1069
15.625,15,0.2996,22.9155
17.5781,0,0.3033,1.7587
17.5781,1,0.162,3.6376
17.5781,2,0.2361,1.2431
17.5781,3,0.3231,3.4833
17.5781,4,0.3699,1.3667
17.5781,5,0.1744,1.4259
17.5781,6,0.2577,1.3562
17.5781,7,0.3897,1.5392
17.5781,8,0.2981,4.5904
17.5781,9,0.1261,7.1239
17.5781,10,0.134,2.87
17.5781,11,0.2763,18.079
17.5781,12,0.2901,2.0967
17.5781,13,0.1615,5.3123
17.5781,14,0.1539,2.3314
17.5781,15,0.317,16.4424
19.5312,0,0.3293,1.4699
19.5312,1,0.1737,1.3327
19.5312,2,0.2531,0.9986
19.5312,3,0.3732,1.7626
19.5312,4,0.3951,1.126
19.5312,5,0.1889,8.2063
19.5312,6,0.2707,1.1147
19.5312,7,0.4467,1.1501
19.5312,8,0.3057,2.4272
19.5312,9,0.134,2.3024
19.5312,10,0.1425,1.4956
19.5312,11,0.2932,11.8079
19.5312,12,0.3004,1.1249
19.5312,13,0.1693,2.0448
19.5312,14,0.1695,1.0157
19.5312,15,0.337,8.9543
21.4844,0,0.3556,11.2985
21.4844,1,0.1941,4.1897
21.4844,2,0.2931,5.0917
21.4844,3,0.3928,2.4885
21.4844,4,0.4191,5.4095
21.4844,5,0.1881,11.2264
21.4844,6,0.2702,1.1488
21.4844,7,0.4609,1.551
21.4844,8,0.3215,2.0506
21.4844,9,0.15,5.3507
21.4844,10,0.1612,6.6551
21.4844,11,0.3057,17.316
21.4844,12,0.3181,1.0806
21.4844,13,0.1846,3.3103
21.4844,14,0.193,4.0121
21.4844,15,0.3606,21.2565
23.4375,0,0.3574,6.0469
23.4375,1,0.2023,3.7963
23.4375,2,0.3189,3.8955
23.4375,3,0.383,14.7008
23.4375,4,0.418,1.9803
23.4375,5,0.1794,1.4581
23.4375,6,0.2585,3.0632
23.4375,7,0.4375,19.3794
23.4375,8,0.3302,4.6096
23.4375,9,0.1604,11.2374
23.4375,10,0.1756,21.0966
23.4375,11,0.314,43.9731
23.4375,12,0.3264,2.3492
23.4375,13,0.1956,4.1308
23.4375,14,0.2064,16.9915
23.4375,15,0.3742,51.4828
25.3906,0,0.3391,34.7762
25.3906,1,0.1927,10.3039
25.3906,2,0.3091,2.4997
25.3906,3,0.3649,56.1286
25.3906,4,0.3967,7.5608
25.3906,5,0.1767,1.3306
25.3906,6,0.2487,3.2803
25.3906,7,0.4116,49.1452
25.3906,8,0.321,5.1212
25.3906,9,0.1567,8.8929
25.3906,10,0.1744,22.8434
25.3906,11,0.3126,38.1652
25.3906,12,0.3162,3.5011
25.3906,13,0.1938,2.209
25.3906,14,0.203,15.9939
25.3906,15,0.3654,52.1367
27.3438,0,0.3051,1.1384
27.3438,1,0.1711,4.1149
27.3438,2,0.2713,1.2804
27.3438,3,0.3448,3.5131
27.3438,4,0.3633,1.1111
27.3438,5,0.169,6.2686
27.3438,6,0.2408,2.0541
27.3438,7,0.392,1.7307
27.3438,8,0.2975,2.6984
27.3438,9,0.1415,3.1178
27.3438,10,0.1582,10.101
27.3438,11,0.2974,9.8338
27.3438,12,0.2879,1.0904
27.3438,13,0.18,1.6423
27.3438,14,0.1879,7.0025
27.3438,15,0.3346,22.4859
29.2969,0,0.2621,3.8976
29.2969,1,0.1515,1.2348
29.2969,2,0.2318,1.1974
29.2969,3,0.3112,3.1276
29.2969,4,0.3223,1.5064
29.2969,5,0.1477,2.7257
29.2969,6,0.2281,1.5426
29.2969,7,0.3581,2.6035
29.2969,8,0.272,1.7903
29.2969,9,0.1241,1.1032
29.2969,10,0.1374,2.2281
29.2969,11,0.2704,1.4058
29.2969,12,0.2558,1.1504
29.2969,13,0.16,1.9708
29.2969,14,0.1608,2.5746
29.2969,15,0.3016,14.2679
31.25,0,0.2217,1.8932
31.25,1,0.1397,2.0786
31.25,2,0.2152,1.0638
31.25,3,0.2585,1.6049
31.25,4,0.2849,1.5666
31.25,5,0.1262,2.0704
31.25,6,0.2177,1.6409
31.25,7,0.2961,0.9965
31.25,8,0.2568,2.1454
31.25,9,0.1119,1.2617
31.25,10,0.121,1.0611
31.25,11,0.2345,1.3681
31.25,12,0.2344,1.0265
31.25,13,0.145,1.9305
31.25,14,0.1364,1.3797
31.25,15,0.263,21.0017
33.2031,0,0.1984,0.881
33.2031,1,0.1333,3.2217
33.2031,2,0.2146,1.2517
33.2031,3,0.2047,2.4591
33.2031,4,0.2629,1.2107
33.2031,5,0.1196,2.7068
33.2031,6,0.2159,1.8258
33.2031,7,0.2334,1.2183
33.2031,8,0.2508,2.0943
33.2031,9,0.1058,2.4739
33.2031,10,0.113,1.2617
33.2031,11,0.1993,2.8845
33.2031,12,0.2251,0.9963
33.2031,13,0.1395,2.2511
33.2031,14,0.1275,1.2838
33.2031,15,0.2288,40.5455
35.1562,0,0.1872,1.1013
35.1562,1,0.1279,4.7076
35.1562,2,0.2138,1.5834
35.1562,3,0.1713,1.731
35.1562,4,0.2529,1.6544
35.1562,5,0.1175,3.0091
35.1562,6,0.2156,1.6466
35.1562,7,0.1995,1.5215
35.1562,8,0.246,3.7318
35.1562,9,0.1036,2.1579
35.1562,10,0.1109,1.3079
35.1562,11,0.1736,2.3661
35.1562,12,0.2195,3.616
35.1562,13,0.1401,3.5416
35.1562,14,0.1315,1.1771
35.1562,15,0.209,65.9553
37.1094,0,0.1748,2.2748
37.1094,1,0.1235,3.9733
37.1094,2,0.2103,1.3009
37.1094,3,0.1574,1.769
37.1094,4,0.2423,4.1824
37.1094,5,0.1127,3.4544
37.1094,6,0.2118,1.6922
37.1094,7,0.1891,2.4584
37.1094,8,0.2395,7.7842
37.1094,9,0.1036,1.8342
37.1094,10,0.1105,1.1241
37.1094,11,0.1604,2.5203
37.1094,12,0.2124,12.8999
37.1094,13,0.1412,4.5862
37.1094,14,0.1357,1.0177
37.1094,15,0.2016,98.6789
39.0625,0,0.1591,1.8865
39.0625,1,0.1208,3.4876
39.0625,2,0.2084,1.3555
39.0625,3,0.1474,3.1444
39.0625,4,0.2302,4.1055
39.0625,5,0.1122,2.245
39.0625,6,0.2091,1.4222
39.0625,7,0.1809,2.2488
39.0625,8,0.2329,8.0904
39.0625,9,0.1036,1.6954
39.0625,10,0.1094,1.1023
39.0625,11,0.1529,2.3523
39.0625,12,0.204,11.8204
39.0625,13,0.1395,3.944
39.0625,14,0.1312,1.2316
39.0625,15,0.1978,121.6603
41.0156,0,0.1482,1.1176
41.0156,1,0.119,3.2953
41.0156,2,0.2071,1.2696
41.0156,3,0.1384,1.6678
41.0156,4,0.2204,1.5979
41.0156,5,0.1119,1.5463
41.0156,6,0.2079,1.2735
41.0156,7,0.1706,0.9845
41.0156,8,0.2294,4.217
41.0156,9,0.1015,1.6687
41.0156,10,0.1071,1.1928
41.0156,11,0.1453,3.3018
41.0156,12,0.1979,3.7048
41.0156,13,0.1363,2.3229
41.0156,14,0.1231,1.3033
41.0156,15,0.197,160.9598
42.9688,0,0.1458,1.2772
42.9688,1,0.1178,3.5694
42.9688,2,0.2035,1.2242
42.9688,3,0.1333,1.895
42.9688,4,0.2154,1.4631
42.9688,5,0.106,3.1202
42.9688,6,0.2057,1.5487
42.9688,7,0.1633,1.1716
42.9688,8,0.2305,2.9655
42.9688,9,0.1023,1.312
42.9688,10,0.1058,1.4893
42.9688,11,0.1402,2.2752
42.9688,12,0.1961,1.9671
42.9688,13,0.1358,1.87
42.9688,14,0.1311,1.6983
42.9688,15,0.1952,169.141
44.9219,0,0.1461,1.8619
44.9219,1,0.1176,3.0176
44.9219,2,0.2002,1.2916
44.9219,3,0.1314,1.7928
44.9219,4,0.2135,1.1996
44.9219,5,0.119,0.948
44.9219,6,0.2132,1.2548
44.9219,7,0.162,1.5015
44.9219,8,0.2348,3.5343
44.9219,9,0.1146,1.139
44.9219,10,0.1096,1.2379
44.9219,11,0.1462,1.5299
44.9219,12,0.1987,2.2144
44.9219,13,0.1415,1.233
44.9219,14,0.1653,1.855
44.9219,15,0.2013,149.5182
46.875,0,0.1449,1.3674
46.875,1,0.1197,3.6446
46.875,2,0.2006,1.2436
46.875,3,0.1326,1.2868
46.875,4,0.2137,1.1794
46.875,5,0.1613,16.0461
46.875,6,0.236,1.5593
46.875,7,0.1664,1.0577
46.875,8,0.2381,4.0633
46.875,9,0.136,4.5347
46.875,10,0.1184,1.2558
46.875,11,0.1618,1.3131
46.875,12,0.202,1.8919
46.875,13,0.1507,1.1972
46.875,14,0.207,18.2174
46.875,15,0.2201,132.9846
48.8281,0,0.1416,2.5866
48.8281,1,0.1228,2.9069
48.8281,2,0.2028,1.6859
48.8281,3,0.1379,0.9721
48.8281,4,0.2114,3.7854
48.8281,5,0.1969,105.0696
48.8281,6,0.2577,6.1608
48.8281,7,0.1708,1.8349
48.8281,8,0.2367,10.222
48.8281,9,0.1539,26.9821
48.8281,10,0.1259,1.598
48.8281,11,0.1732,2.1582
48.8281,12,0.2019,4.9292
48.8281,13,0.1566,1.0047
48.8281,14,0.223,28.567
48.8281,15,0.2319,130.0378
50.7812,0,0.1372,5.0526
50.7812,1,0.1233,2.4796
50.7812,2,0.2026,1.6872
50.7812,3,0.1429,1.4103
50.7812,4,0.2069,7.379
50.7812,5,0.1972,128.8122
50.7812,6,0.2584,4.2702
50.7812,7,0.1697,3.1051
50.7812,8,0.2308,16.3187
50.7812,9,0.1561,57.0756
50.7812,10,0.1264,0.9548
50.7812,11,0.1729,2.243
50.7812,12,0.1975,7.6851
50.7812,13,0.1546,1.3791
50.7812,14,0.2337,24.1308
50.7812,15,0.2293,135.0508
52.7344,0,0.135,1.0691
52.7344,1,0.1197,2.1086
52.7344,2,0.2006,1.0872
52.7344,3,0.1416,1.0467
52.7344,4,0.2041,1.4273
52.7344,5,0.1627,19.5293
52.7344,6,0.238,2.1814
52.7344,7,0.1649,1.0975
52.7344,8,0.2256,5.5129
52.7344,9,0.1406,20.3008
52.7344,10,0.1201,0.9672
52.7344,11,0.1642,1.2198
52.7344,12,0.1921,3.1013
52.7344,13,0.1462,0.9759
52.7344,14,0.208,10.9505
52.7344,15,0.2184,126.4002
54.6875,0,0.1379,1.1079
54.6875,1,0.1156,3.2684
54.6875,2,0.2004,1.369
54.6875,3,0.1359,1.9329
54.6875,4,0.2077,2.0893
54.6875,5,0.1216,1.0299
54.6875,6,0.2149,1.0964
54.6875,7,0.1626,1.6933
54.6875,8,0.2264,3.6815
54.6875,9,0.1175,1.1548
54.6875,10,0.1119,1.1158
54.6875,11,0.1591,7.7972
54.6875,12,0.1903,2.78
54.6875,13,0.1373,0.9839
54.6875,14,0.1693,3.9418
54.6875,15,0.2198,175.8746
56.6406,0,0.144,1.2288
56.6406,1,0.1146,3.0615
56.6406,2,0.2036,1.1534
56.6406,3,0.134,3.8859
56.6406,4,0.2148,1.6388
56.6406,5,0.1071,2.4705
56.6406,6,0.2062,1.372
56.6406,7,0.1664,1.5887
56.6406,8,0.2314,3.657
56.6406,9,0.1013,1.4217
56.6406,10,0.1072,1.0958
56.6406,11,0.163,36.5126
56.6406,12,0.1937,3.0913
56.6406,13,0.1325,1.9419
56.6406,14,0.1365,1.0266
56.6406,15,0.2256,206.878
58.5938,0,0.1492,1.0628
58.5938,1,0.1169,3.5163
58.5938,2,0.2077,1.1091
58.5938,3,0.1389,7.1992
58.5938,4,0.2212,1.6897
58.5938,5,0.1116,1.3058
58.5938,6,0.2092,1.3381
58.5938,7,0.172,2.5108
58.5938,8,0.2348,3.2322
58.5938,9,0.098,1.6943
58.5938,10,0.1068,1.1297
58.5938,11,0.1649,43.269
58.5938,12,0.1983,3.2112
58.5938,13,0.1317,2.2109
58.5938,14,0.1241,1.2749
58.5938,15,0.2342,228.9707
60.5469,0,0.152,1.5811
60.5469,1,0.1184,3.3063
60.5469,2,0.2103,1.4076
60.5469,3,0.1445,8.481
60.5469,4,0.2251,3.5968
60.5469,5,0.1119,2.0065
60.5469,6,0.213,1.5625
60.5469,7,0.1771,3.6631
60.5469,8,0.235,4.65
60.5469,9,0.1008,1.3406
60.5469,10,0.1083,1.3026
60.5469,11,0.1663,31.1785
60.5469,12,0.2009,9.4558
60.5469,13,0.1325,2.5125
60.5469,14,0.1269,1.2605
60.5469,15,0.2462,244.742
62.5,0,0.1546,3.0527
62.5,1,0.1187,3.2615
62.5,2,0.2115,1.6538
62.5,3,0.1548,13.4923
62.5,4,0.2284,6.5254
62.5,5,0.1106,2.3724
62.5,6,0.2135,2.0216
62.5,7,0.1864,5.5275
62.5,8,0.2362,6.419
62.5,9,0.1017,1.3992
62.5,10,0.1094,1.3135
62.5,11,0.1922,112.3077
62.5,12,0.2024,14.948
62.5,13,0.1339,2.3813
62.5,14,0.1308,1.3786
62.5,15,0.2674,246.4403
64.4531,0,0.1588,2.8044
64.4531,1,0.1195,3.0771
64.4531,2,0.2127,1.2068
64.4531,3,0.181,101.6408
64.4531,4,0.2314,4.1418
64.4531,5,0.1132,2.1552
64.4531,6,0.2129,1.6139
64.4531,7,0.2073,30.1598
64.4531,8,0.2428,10.1506
64.4531,9,0.1002,1.4859
64.4531,10,0.1096,1.7195
64.4531,11,0.2542,664.0066
64.4531,12,0.2056,10.7971
64.4531,13,0.1348,2.7435
64.4531,14,0.1305,1.5469
64.4531,15,0.301,318.3752
66.4062,0,0.1655,7.9097
66.4062,1,0.1198,3.0146
66.4062,2,0.2112,1.0319
66.4062,3,0.2242,392.9068
66.4062,4,0.2334,2.6502
66.4062,5,0.1137,1.237
66.4062,6,0.2125,1.041
66.4062,7,0.2421,141.5821
66.4062,8,0.2539,20.9956
66.4062,9,0.0988,1.4643
66.4062,10,0.1088,1.1874
66.4062,11,0.3272,1449.1238
66.4062,12,0.2104,8.4425
66.4062,13,0.1344,1.8625
66.4062,14,0.1277,1.1131
66.4062,15,0.3313,393.3403
68.3594,0,0.174,25.9282
68.3594,1,0.1182,3.1642
68.3594,2,0.208,1.2669
68.3594,3,0.2621,565.4907
68.3594,4,0.2366,5.2112
68.3594,5,0.1106,1.8988
68.3594,6,0.2118,1.2916
68.3594,7,0.2769,240.5245
68.3594,8,0.264,43.0078
68.3594,9,0.0989,1.374
68.3594,10,0.1085,1.5033
68.3594,11,0.3787,1815.9557
68.3594,12,0.2149,14.1169
68.3594,13,0.1326,1.5231
68.3594,14,0.1257,1.8225
68.3594,15,0.3462,398.3478
70.3125,0,0.181,28.581
70.3125,1,0.1208,1.7651
70.3125,2,0.2088,1.066
70.3125,3,0.2752,467.953
70.3125,4,0.2406,5.5484
70.3125,5,0.1134,1.1806
70.3125,6,0.2112,1.1754
70.3125,7,0.2911,190.7808
70.3125,8,0.2675,54.5678
70.3125,9,0.0999,1.2373
70.3125,10,0.1109,1.1463
70.3125,11,0.3886,1675.7841
70.3125,12,0.2167,18.24
70.3125,13,0.1318,1.4836
70.3125,14,0.1269,0.9666
70.3125,15,0.3447,340.2137
72.2656,0,0.1839,15.8553
72.2656,1,0.1332,1.9632
72.2656,2,0.2158,1.2926
72.2656,3,0.2597,235.3656
72.2656,4,0.2428,3.5631
72.2656,5,0.1242,1.2385
72.2656,6,0.2121,1.286
72.2656,7,0.2793,87.1622
72.2656,8,0.2644,44.1498
72.2656,9,0.1025,1.4165
72.2656,10,0.1158,1.3509
72.2656,11,0.3557,1125.5781
72.2656,12,0.2162,15.582
72.2656,13,0.1334,1.3097
72.2656,14,0.131,1.3263
72.2656,15,0.3265,241.2724
74.2188,0,0.1824,9.1144
74.2188,1,0.146,2.1041
74.2188,2,0.2227,0.9865
74.2188,3,0.2287,72.403
74.2188,4,0.2416,2.56
74.2188,5,0.1315,1.8781
74.2188,6,0.2158,1.1372
74.2188,7,0.2526,21.8
74.2188,8,0.2577,34.6897
74.2188,9,0.1061,1.1987
74.2188,10,0.1207,1.0589
74.2188,11,0.2967,512.7668
74.2188,12,0.2143,14.1106
74.2188,13,0.136,1.6381
74.2188,14,0.1349,1.0423
74.2188,15,0.2986,145.1363
76.1719,0,0.1784,7.4673
76.1719,1,0.147,8.7083
76.1719,2,0.2223,1.0857
76.1719,3,0.2048,14.9684
76.1719,4,0.2377,2.6337
76.1719,5,0.1271,1.1128
76.1719,6,0.2186,1.3384
76.1719,7,0.2314,2.3273
76.1719,8,0.252,30.7436
76.1719,9,0.1086,1.4381
76.1719,10,0.1223,1.039
76.1719,11,0.2408,141.6268
76.1719,12,0.2106,10.6476
76.1719,13,0.1371,3.5107
76.1719,14,0.136,1.2426
76.1719,15,0.2693,89.5343
78.125,0,0.1717,6.5733
78.125,1,0.1343,1.2457
78.125,2,0.2153,1.2509
78.125,3,0.1889,6.0661
78.125,4,0.2306,1.9083
78.125,5,0.1163,1.5188
78.125,6,0.2174,1.0381
78.125,7,0.2196,1.3157
78.125,8,0.2463,18.5797
78.125,9,0.1078,1.4534
78.125,10,0.1201,1.1897
78.125,11,0.2125,69.8711
78.125,12,0.2056,4.5012
78.125,13,0.1362,1.9362
78.125,14,0.1336,1.1727
78.125,15,0.2495,82.0012
80.0781,0,0.1621,4.2883
80.0781,1,0.1206,2.9974
80.0781,2,0.2108,1.1579
80.0781,3,0.172,8.6315
80.0781,4,0.2238,1.9352
80.0781,5,0.1106,1.5548
80.0781,6,0.2151,1.0907
80.0781,7,0.2059,1.707
80.0781,8,0.2407,13.932
80.0781,9,0.1046,1.4441
80.0781,10,0.1157,1.17
80.0781,11,0.1999,90.7805
80.0781,12,0.2014,3.8397
80.0781,13,0.1351,1.9737
80.0781,14,0.1303,1.12
80.0781,15,0.2293,89.8376
82.0312,0,0.1536,1.4019
82.0312,1,0.1176,2.0856
82.0312,2,0.2128,1.2358
82.0312,3,0.1516,6.7633
82.0312,4,0.2204,1.713
82.0312,5,0.1126,1.5161
82.0312,6,0.216,1.227
82.0312,7,0.1886,1.7798
82.0312,8,0.236,7.9413
82.0312,9,0.1026,1.2059
82.0312,10,0.1122,1.1876
82.0312,11,0.1849,83.1222
82.0312,12,0.1993,3.0046
82.0312,13,0.1357,1.7355
82.0312,14,0.1288,1.2041
82.0312,15,0.2262,136.6041
83.9844,0,0.1508,1.0308
83.9844,1,0.1212,2.2475
83.9844,2,0.2169,1.0655
83.9844,3,0.1381,2.7238
83.9844,4,0.2203,1.6681
83.9844,5,0.1139,1.4626
83.9844,6,0.2189,1.2468
83.9844,7,0.1767,1.4402
83.9844,8,0.2356,6.442
83.9844,9,0.1037,1.198
83.9844,10,0.1115,1.1438
83.9844,11,0.1643,34.0245
83.9844,12,0.1997,3.2075
83.9844,13,0.1378,1.7231
83.9844,14,0.1298,1.3254
83.9844,15,0.2147,158.1398
85.9375,0,0.1533,1.5827
85.9375,1,0.1222,2.9935
85.9375,2,0.2194,1.6229
85.9375,3,0.1346,2.2108
85.9375,4,0.2221,3.9764
85.9375,5,0.1118,2.3635
85.9375,6,0.2199,1.8945
85.9375,7,0.1733,1.929
85.9375,8,0.2385,7.9017
85.9375,9,0.1062,1.2442
85.9375,10,0.1129,1.2757
85.9375,11,0.1485,4.7625
85.9375,12,0.202,8.1203
85.9375,13,0.1406,2.4316
85.9375,14,0.1313,1.5539
85.9375,15,0.2083,170.3948
87.8906,0,0.1568,1.874
87.8906,1,0.1209,4.0762
87.8906,2,0.2205,1.6847
87.8906,3,0.1336,2.3189
87.8906,4,0.2244,6.4216
87.8906,5,0.1114,3.0445
87.8906,6,0.2202,2.3361
87.8906,7,0.1727,3.4534
87.8906,8,0.2434,7.863
87.8906,9,0.1069,1.8179
87.8906,10,0.114,1.2487
87.8906,11,0.1454,3.8724
87.8906,12,0.2057,10.8181
87.8906,13,0.1423,2.1827
87.8906,14,0.1318,1.453
87.8906,15,0.2094,183.8542
89.8438,0,0.1585,1.2362
89.8438,1,0.1204,1.6001
89.8438,2,0.2213,1.281
89.8438,3,0.1301,2.2428
89.8438,4,0.2246,3.0639
89.8438,5,0.1129,1.5452
89.8438,6,0.2218,1.2884
89.8438,7,0.1698,2.1135
89.8438,8,0.2472,5.7669
89.8438,9,0.1053,1.4536
89.8438,10,0.1127,1.4825
89.8438,11,0.146,6.3522
89.8438,12,0.2071,5.2276
89.8438,13,0.1429,2.42
89.8438,14,0.1319,1.7493
89.8438,15,0.2093,187.5831
91.7969,0,0.1576,2.5467
91.7969,1,0.1208,2.3357
91.7969,2,0.2208,1.1209
91.7969,3,0.1269,1.5906
91.7969,4,0.2224,1.2891
91.7969,5,0.1115,1.9257
91.7969,6,0.2233,1.2209
91.7969,7,0.1663,1.2271
91.7969,8,0.2479,3.8463
91.7969,9,0.1033,1.2135
91.7969,10,0.1103,1.1722
91.7969,11,0.1414,5.7172
91.7969,12,0.206,2.1841
91.7969,13,0.1429,1.4199
91.7969,14,0.1334,1.1378
91.7969,15,0.2053,208.9316
93.75,0,0.1546,2.2558
93.75,1,0.1208,2.3538
93.75,2,0.2202,1.2401
93.75,3,0.1269,1.4144
93.75,4,0.2185,1.3749
93.75,5,0.1088,1.5756
93.75,6,0.2231,1.2212
93.75,7,0.1637,1.2371
93.75,8,0.2471,3.8837
93.75,9,0.1033,1.2274
93.75,10,0.1124,1.3404
93.75,11,0.1364,2.3395
93.75,12,0.2031,1.8908
93.75,13,0.1443,1.3467
93.75,14,0.1387,1.8304
93.75,15,0.2011,212.8286
95.7031,0,0.152,2.303
95.7031,1,0.1245,2.1903
95.7031,2,0.2217,1.0438
95.7031,3,0.1314,1.3229
95.7031,4,0.2162,1.1984
95.7031,5,0.1173,1.1275
95.7031,6,0.2241,0.9916
95.7031,7,0.163,1.1906
95.7031,8,0.2484,4.1428
95.7031,9,0.1054,1.1471
95.7031,10,0.1232,1.1505
95.7031,11,0.1374,1.7316
95.7031,12,0.2007,1.8747
95.7031,13,0.1487,1.0728
95.7031,14,0.1491,0.9727
95.7031,15,0.2052,206.427
97.6562,0,0.1526,1.742
97.6562,1,0.1326,1.0495
97.6562,2,0.2244,1.2262
97.6562,3,0.1388,2.5605
97.6562,4,0.217,1.8111
97.6562,5,0.1355,2.9205
97.6562,6,0.2275,1.2236
97.6562,7,0.1642,1.2695
97.6562,8,0.2518,4.1945
97.6562,9,0.108,1.1128
97.6562,10,0.138,1.6741
97.6562,11,0.1428,1.823
97.6562,12,0.2002,2.9186
97.6562,13,0.1546,1.0531
97.6562,14,0.1617,4.0142
97.6562,15,0.216,202.0983
99.6094,0,0.1553,2.3028
99.6094,1,0.1388,1.0701
99.6094,2,0.2262,1.0242
99.6094,3,0.144,13.0928
99.6094,4,0.2185,10.7505
99.6094,5,0.1467,1.2834
99.6094,6,0.2307,1.3442
99.6094,7,0.1648,12.7888
99.6094,8,0.2565,9.0504
99.6094,9,0.1098,1.2046
99.6094,10,0.1479,6.2677
99.6094,11,0.1453,4.7361
99.6094,12,0.2007,8.6596
99.6094,13,0.1583,1.114
99.6094,14,0.1706,8.0641
99.6094,15,0.2205,221.0056
101.5625,0,0.1569,2.0977
101.5625,1,0.138,1.1042
101.5625,2,0.2267,1.0013
101.5625,3,0.1423,5.3398
101.5625,4,0.2195,6.928
