freqs,channel,p1,chi2
257.8125,10,0.6667,2.8529
257.8125,11,0.8053,10.5751
257.8125,12,0.7371,2.2576
257.8125,13,0.7413,1.6643
257.8125,14,0.7537,1.9531
257.8125,15,2.3041,465.8815
259.7656,0,0.6049,1.3458
259.7656,1,0.7283,1.999
259.7656,2,1.1849,1.3103
259.7656,3,0.6517,2.1133
259.7656,4,0.8857,2.7625
259.7656,5,0.5907,2.176
259.7656,6,1.0769,1.7418
259.7656,7,0.8487,1.8192
259.7656,8,1.0957,14.9471
259.7656,9,0.6477,2.5636
259.7656,10,0.6925,2.8575
259.7656,11,0.8231,10.5518
259.7656,12,0.7623,2.405
259.7656,13,0.7614,1.7515
259.7656,14,0.772,1.6837
259.7656,15,2.6132,492.899
261.7188,0,0.61,1.3459
261.7188,1,0.7584,2.3571
261.7188,2,1.209,1.3608
261.7188,3,0.658,1.9329
261.7188,4,0.9367,3.1801
261.7188,5,0.594,2.1348
261.7188,6,1.0908,1.7633
261.7188,7,0.8557,1.9085
261.7188,8,1.1123,14.7807
261.7188,9,0.6605,2.4253
261.7188,10,0.711,2.6511
261.7188,11,0.8301,9.9212
261.7188,12,0.776,2.3926
261.7188,13,0.7724,1.7652
261.7188,14,0.7845,1.7359
261.7188,15,2.775,521.2977
263.6719,0,0.6033,1.5181
263.6719,1,0.7774,2.6182
263.6719,2,1.2101,1.2097
263.6719,3,0.6534,1.8358
263.6719,4,0.9777,3.4282
263.6719,5,0.5916,2.1275
263.6719,6,1.0882,1.5826
263.6719,7,0.8511,1.8293
263.6719,8,1.1077,14.5449
263.6719,9,0.6622,2.4523
263.6719,10,0.7176,2.4384
263.6719,11,0.8241,9.5059
263.6719,12,0.7756,2.2594
263.6719,13,0.7719,1.7077
263.6719,14,0.7841,1.7936
263.6719,15,2.7136,527.1283
265.625,0,0.5865,1.4256
265.625,1,0.7835,2.6829
265.625,2,1.1935,1.1787
265.625,3,0.6367,1.9577
265.625,4,1.0088,3.6275
265.625,5,0.5805,2.1208
265.625,6,1.0714,1.5702
265.625,7,0.836,1.8922
265.625,8,1.0827,14.3449
265.625,9,0.654,2.5936
265.625,10,0.7105,2.3948
265.625,11,0.8037,9.0263
265.625,12,0.7622,2.1887
265.625,13,0.7585,1.7386
265.625,14,0.7714,1.9908
265.625,15,2.4447,512.815
267.5781,0,0.5629,1.2461
267.5781,1,0.7756,2.477
267.5781,2,1.1641,1.329
267.5781,3,0.6127,2.2064
267.5781,4,1.034,4.3437
267.5781,5,0.5629,2.2207
267.5781,6,1.0433,1.7064
267.5781,7,0.8115,1.8991
267.5781,8,1.0432,14.1955
267.5781,9,0.638,2.6499
267.5781,10,0.6964,2.5266
267.5781,11,0.7747,8.4123
267.5781,12,0.7395,2.3484
267.5781,13,0.7362,1.7378
267.5781,14,0.7493,2.0354
267.5781,15,2.0502,479.6627
269.5312,0,0.5395,1.3665
269.5312,1,0.769,2.8673
269.5312,2,1.1337,1.2456
269.5312,3,0.5898,2.1521
269.5312,4,1.0552,5.6439
269.5312,5,0.5438,1.8235
269.5312,6,1.0141,1.6178
269.5312,7,0.7846,1.7729
269.5312,8,0.9967,13.4811
269.5312,9,0.6164,2.6029
269.5312,10,0.6808,2.3685
269.5312,11,0.7486,9.6742
269.5312,12,0.713,2.2859
269.5312,13,0.7106,1.6127
269.5312,14,0.7261,1.7872
269.5312,15,1.6591,439.4688
271.4844,0,0.5209,1.4578
271.4844,1,0.76,2.7975
271.4844,2,1.1077,1.1937
271.4844,3,0.5739,2.0821
271.4844,4,1.0668,6.4566
271.4844,5,0.5344,2.0148
271.4844,6,0.9935,1.5985
271.4844,7,0.7641,1.9066
271.4844,8,0.9619,14.1618
271.4844,9,0.5969,2.7627
271.4844,10,0.6685,2.3324
271.4844,11,0.7207,9.7586
271.4844,12,0.6892,2.1894
271.4844,13,0.6877,1.472
271.4844,14,0.707,1.6351
271.4844,15,1.4345,450.5605
273.4375,0,0.5061,1.6761
273.4375,1,0.7657,3.5807
273.4375,2,1.0973,1.3038
273.4375,3,0.5649,2.0909
273.4375,4,1.0719,7.4117
273.4375,5,0.5306,1.8829
273.4375,6,0.9839,1.746
273.4375,7,0.7529,1.8848
273.4375,8,0.9342,14.4313
273.4375,9,0.5798,2.5509
273.4375,10,0.6575,2.2029
273.4375,11,0.6972,9.14
273.4375,12,0.6748,2.3954
273.4375,13,0.6742,1.6704
273.4375,14,0.6955,1.5577
273.4375,15,1.2905,413.3735
275.3906,0,0.4966,1.5267
275.3906,1,0.7738,4.6253
275.3906,2,1.0977,1.3421
275.3906,3,0.5591,2.2435
275.3906,4,1.0619,6.7377
275.3906,5,0.5279,1.9378
275.3906,6,0.9795,1.775
275.3906,7,0.7505,1.7508
275.3906,8,0.9187,14.5493
275.3906,9,0.5701,2.6656
275.3906,10,0.647,2.1496
275.3906,11,0.6836,9.183
275.3906,12,0.6683,2.2899
275.3906,13,0.6655,1.5396
275.3906,14,0.6932,1.7837
275.3906,15,1.1668,380.0182
277.3438,0,0.4937,1.4617
277.3438,1,0.7765,4.7894
277.3438,2,1.11,1.244
277.3438,3,0.5557,2.1413
277.3438,4,1.0395,5.3398
277.3438,5,0.5236,1.9356
277.3438,6,0.9793,1.7465
277.3438,7,0.753,1.8587
277.3438,8,0.9154,14.3817
277.3438,9,0.5657,2.9158
277.3438,10,0.6403,1.8696
277.3438,11,0.6787,9.4458
277.3438,12,0.6703,2.19
277.3438,13,0.6621,1.474
277.3438,14,0.6973,1.8475
277.3438,15,1.0505,343.1964
279.2969,0,0.4999,1.7097
279.2969,1,0.777,4.3452
279.2969,2,1.1324,1.4285
279.2969,3,0.5575,1.8481
279.2969,4,1.012,4.4536
279.2969,5,0.5224,1.9265
279.2969,6,0.9871,1.9242
279.2969,7,0.7629,1.7133
279.2969,8,0.9239,14.6709
279.2969,9,0.5665,2.5183
279.2969,10,0.6412,2.1408
279.2969,11,0.6823,10.0448
279.2969,12,0.6811,2.115
279.2969,13,0.6672,1.6864
279.2969,14,0.7075,1.7874
279.2969,15,0.967,310.5691
281.25,0,0.5128,1.6272
281.25,1,0.7786,3.6485
281.25,2,1.1609,1.3861
281.25,3,0.5627,1.8065
281.25,4,0.9863,4.0127
281.25,5,0.5296,2.0314
281.25,6,1.0045,1.6287
281.25,7,0.782,1.7211
281.25,8,0.9424,14.8971
281.25,9,0.571,2.1297
281.25,10,0.6488,2.2129
281.25,11,0.6896,10.1
281.25,12,0.6978,2.037
281.25,13,0.6769,1.7297
281.25,14,0.7239,1.8359
281.25,15,0.9351,275.6817
283.2031,0,0.5253,1.6083
283.2031,1,0.7854,3.98
283.2031,2,1.1887,1.4293
283.2031,3,0.5647,1.8472
283.2031,4,0.9614,3.7038
283.2031,5,0.5418,2.2347
283.2031,6,1.0283,1.5074
283.2031,7,0.7998,1.6119
283.2031,8,0.964,15.0704
283.2031,9,0.5826,2.7017
283.2031,10,0.6633,2.4459
283.2031,11,0.6999,9.8069
283.2031,12,0.7163,1.8627
283.2031,13,0.6889,1.6467
283.2031,14,0.7446,1.9399
283.2031,15,0.9121,240.0054
285.1562,0,0.5331,1.5288
285.1562,1,0.7776,2.8422
285.1562,2,1.2074,1.3436
285.1562,3,0.5624,1.8575
285.1562,4,0.9327,3.733
285.1562,5,0.5508,2.325
285.1562,6,1.0487,1.5576
285.1562,7,0.8116,1.6628
285.1562,8,0.982,15.2524
285.1562,9,0.5912,2.8519
285.1562,10,0.6794,2.8606
285.1562,11,0.7079,9.0901
285.1562,12,0.734,2.0754
285.1562,13,0.7016,1.7125
285.1562,14,0.763,2.0013
285.1562,15,0.8751,209.3575
287.1094,0,0.537,1.7084
287.1094,1,0.7632,2.2529
287.1094,2,1.2105,1.2877
287.1094,3,0.5622,1.9085
287.1094,4,0.898,3.593
287.1094,5,0.5541,2.2413
287.1094,6,1.0566,1.6699
287.1094,7,0.8185,1.8112
287.1094,8,0.9879,15.2668
287.1094,9,0.5939,3.0164
287.1094,10,0.6859,2.8648
287.1094,11,0.7124,9.2748
287.1094,12,0.7409,2.1972
287.1094,13,0.7064,1.5964
287.1094,14,0.7707,1.9003
287.1094,15,0.8273,178.2412
289.0625,0,0.5328,1.7485
289.0625,1,0.7476,2.8852
289.0625,2,1.1943,1.1992
289.0625,3,0.5584,1.776
289.0625,4,0.8576,3.4231
289.0625,5,0.5518,2.2223
289.0625,6,1.05,1.5887
289.0625,7,0.8162,1.7028
289.0625,8,0.9754,15.2685
289.0625,9,0.5864,2.7891
289.0625,10,0.6792,2.8137
289.0625,11,0.7062,9.759
289.0625,12,0.7311,2.1321
289.0625,13,0.6963,1.5009
289.0625,14,0.7618,1.6802
289.0625,15,0.7984,167.6256
291.0156,0,0.5162,1.4389
291.0156,1,0.7131,2.6975
291.0156,2,1.1598,1.2251
291.0156,3,0.5391,1.6359
291.0156,4,0.8111,3.3323
291.0156,5,0.5401,2.1722
291.0156,6,1.0275,1.6484
291.0156,7,0.8028,1.6902
291.0156,8,0.9461,15.2973
291.0156,9,0.5696,2.6449
291.0156,10,0.6586,2.5752
291.0156,11,0.6874,9.993
291.0156,12,0.7069,1.9368
291.0156,13,0.6771,1.5955
291.0156,14,0.7421,1.8934
291.0156,15,0.7589,152.2359
292.9688,0,0.4949,1.432
292.9688,1,0.6712,2.5034
292.9688,2,1.115,1.3453
292.9688,3,0.5137,1.6003
292.9688,4,0.7628,2.9914
292.9688,5,0.524,1.942
292.9688,6,0.9923,1.4098
292.9688,7,0.7775,1.6736
292.9688,8,0.9087,14.6084
292.9688,9,0.549,2.3713
292.9688,10,0.6357,2.2903
292.9688,11,0.6639,8.5945
292.9688,12,0.6801,2.0615
292.9688,13,0.6569,1.7247
292.9688,14,0.7186,1.979
292.9688,15,0.7138,131.3903
294.9219,0,0.4883,1.2277
294.9219,1,0.6444,1.8606
294.9219,2,1.0772,1.406
294.9219,3,0.5239,1.3019
294.9219,4,0.729,2.5161
294.9219,5,0.5232,1.685
294.9219,6,0.9692,1.3822
294.9219,7,0.7732,1.603
294.9219,8,0.8773,13.714
294.9219,9,0.5368,2.9147
294.9219,10,0.6249,2.217
294.9219,11,0.6509,7.0483
294.9219,12,0.6601,2.0726
294.9219,13,0.6478,1.5745
294.9219,14,0.7058,2.1106
294.9219,15,0.7081,122.5269
296.875,0,0.5134,1.0808
296.875,1,0.6479,1.0423
296.875,2,1.0599,1.1712
296.875,3,0.5855,2.7534
296.875,4,0.7166,1.9942
296.875,5,0.5549,1.17
296.875,6,0.9634,1.3772
296.875,7,0.812,1.1391
296.875,8,0.8562,12.7036
296.875,9,0.5329,2.6513
296.875,10,0.6233,2.079
296.875,11,0.6601,7.2609
296.875,12,0.6538,2.2473
296.875,13,0.6526,1.2906
296.875,14,0.707,1.6388
296.875,15,0.7262,101.0807
298.8281,0,0.5451,1.5543
298.8281,1,0.6619,1.4053
298.8281,2,1.0603,1.1511
298.8281,3,0.6472,16.6057
298.8281,4,0.7243,2.0396
298.8281,5,0.5947,1.3443
298.8281,6,0.9677,1.253
298.8281,7,0.8598,1.516
298.8281,8,0.844,12.1473
298.8281,9,0.5317,2.3044
298.8281,10,0.6228,1.7925
298.8281,11,0.669,6.2947
298.8281,12,0.6531,2.0683
298.8281,13,0.6591,1.0285
298.8281,14,0.7109,1.4233
298.8281,15,0.7478,81.2824
300.7812,0,0.5498,1.9848
300.7812,1,0.6526,2.0192
300.7812,2,1.0528,1.112
300.7812,3,0.654,20.0389
300.7812,4,0.7194,1.987
300.7812,5,0.6038,1.7076
300.7812,6,0.9633,1.345
300.7812,7,0.8654,1.5754
300.7812,8,0.8357,11.876
300.7812,9,0.5256,2.2144
300.7812,10,0.6161,1.8462
300.7812,11,0.6631,5.6989
300.7812,12,0.6493,1.9664
300.7812,13,0.653,1.1216
300.7812,14,0.705,1.4119
300.7812,15,0.7443,75.9031
302.7344,0,0.5224,1.0638
302.7344,1,0.6096,1.0699
302.7344,2,1.0357,1.2909
302.7344,3,0.5996,3.7979
302.7344,4,0.7016,2.1579
302.7344,5,0.5738,0.9791
302.7344,6,0.9457,1.5077
302.7344,7,0.8214,1.0613
302.7344,8,0.8314,11.8857
302.7344,9,0.514,2.2847
302.7344,10,0.5999,2.1187
302.7344,11,0.6407,5.5497
302.7344,12,0.6415,1.9627
302.7344,13,0.6322,1.1985
302.7344,14,0.6879,1.4953
302.7344,15,0.7165,89.201
304.6875,0,0.4926,1.3576
304.6875,1,0.5596,1.5625
304.6875,2,1.0276,1.3838
304.6875,3,0.5309,1.2417
304.6875,4,0.69,2.1204
304.6875,5,0.5362,1.7394
304.6875,6,0.9375,1.4988
304.6875,7,0.7755,1.724
304.6875,8,0.8353,12.3969
304.6875,9,0.5049,2.4531
304.6875,10,0.585,2.4505
304.6875,11,0.6208,7.1968
304.6875,12,0.6384,2.0104
304.6875,13,0.609,1.4197
304.6875,14,0.674,1.794
304.6875,15,0.7169,150.0365
306.6406,0,0.4927,1.5762
306.6406,1,0.5391,1.8186
306.6406,2,1.0384,1.395
306.6406,3,0.5055,1.8242
306.6406,4,0.6996,2.2967
306.6406,5,0.5286,1.9905
306.6406,6,0.9466,1.4309
306.6406,7,0.7711,1.5469
306.6406,8,0.8522,12.5622
306.6406,9,0.5064,2.4229
306.6406,10,0.583,2.7914
306.6406,11,0.6131,7.6929
306.6406,12,0.6453,2.0556
306.6406,13,0.6011,1.6075
306.6406,14,0.6733,1.7425
306.6406,15,0.7498,214.9793
308.5938,0,0.5161,1.5947
308.5938,1,0.5457,1.9989
308.5938,2,1.061,1.2151
308.5938,3,0.5232,1.8475
308.5938,4,0.7226,2.3353
308.5938,5,0.5476,2.0157
308.5938,6,0.9715,1.5639
308.5938,7,0.7989,1.7104
308.5938,8,0.8773,12.6799
308.5938,9,0.5187,2.6513
308.5938,10,0.5947,2.6552
308.5938,11,0.6225,7.8013
308.5938,12,0.6614,1.9587
308.5938,13,0.6109,1.7282
308.5938,14,0.6864,1.7939
308.5938,15,0.7929,246.9176
310.5469,0,0.5374,1.7159
310.5469,1,0.5547,2.0168
310.5469,2,1.0777,1.2583
310.5469,3,0.5422,2.0701
310.5469,4,0.7419,2.2348
310.5469,5,0.5655,1.9503
310.5469,6,0.9926,1.5147
310.5469,7,0.8226,1.7218
310.5469,8,0.8984,12.2925
310.5469,9,0.5326,2.8956
310.5469,10,0.6102,2.6942
310.5469,11,0.6372,7.6444
310.5469,12,0.6775,2.1532
310.5469,13,0.6256,1.6394
310.5469,14,0.7018,1.7776
310.5469,15,0.8569,287.8241
312.5,0,0.545,1.5383
312.5,1,0.5513,1.7535
312.5,2,1.082,1.2281
312.5,3,0.5459,2.0036
312.5,4,0.7501,2.2447
312.5,5,0.57,2.0505
312.5,6,1.002,1.5688
312.5,7,0.832,1.8327
312.5,8,0.9057,11.6109
312.5,9,0.5392,2.7521
312.5,10,0.6167,2.3472
312.5,11,0.642,7.4393
312.5,12,0.6822,2.1001
312.5,13,0.6317,1.6685
312.5,14,0.7068,1.9182
312.5,15,0.9089,329.9259
314.4531,0,0.543,1.5594
314.4531,1,0.5458,2.0193
314.4531,2,1.0744,1.4086
314.4531,3,0.545,2.3816
314.4531,4,0.7481,2.2662
314.4531,5,0.5673,1.7168
314.4531,6,0.9997,1.6128
314.4531,7,0.8328,1.7509
314.4531,8,0.8974,11.3291
314.4531,9,0.5371,2.7683
314.4531,10,0.6176,2.9665
314.4531,11,0.6349,7.5418
314.4531,12,0.6734,2.222
314.4531,13,0.6254,1.5797
314.4531,14,0.6997,1.8354
314.4531,15,0.977,378.642
316.4062,0,0.5342,1.5677
316.4062,1,0.5367,2.0072
316.4062,2,1.0569,1.3696
316.4062,3,0.5467,2.2465
316.4062,4,0.7372,2.3083
316.4062,5,0.5624,1.8449
316.4062,6,0.9867,1.5434
316.4062,7,0.8255,1.7391
316.4062,8,0.8737,10.7438
316.4062,9,0.5283,2.8191
316.4062,10,0.6084,3.0297
316.4062,11,0.6206,7.4941
316.4062,12,0.6538,2.2385
316.4062,13,0.6096,1.6807
316.4062,14,0.6828,1.785
316.4062,15,1.047,423.1036
318.3594,0,0.5184,1.5747
318.3594,1,0.5259,2.1491
318.3594,2,1.0357,1.3594
318.3594,3,0.5455,1.9426
318.3594,4,0.7189,2.5077
318.3594,5,0.5502,1.8395
318.3594,6,0.9683,1.5093
318.3594,7,0.8104,1.6927
318.3594,8,0.8426,10.6033
318.3594,9,0.5153,2.4464
318.3594,10,0.594,3.119
318.3594,11,0.6015,7.1105
318.3594,12,0.6283,2.0753
318.3594,13,0.5907,1.5325
318.3594,14,0.6623,1.7557
318.3594,15,1.1329,474.2244
320.3125,0,0.4988,1.4924
320.3125,1,0.5163,2.1735
320.3125,2,1.0151,1.218
320.3125,3,0.5362,1.868
320.3125,4,0.7007,2.3221
320.3125,5,0.5351,1.8707
320.3125,6,0.9521,1.6667
320.3125,7,0.7911,1.7299
320.3125,8,0.8105,10.4842
320.3125,9,0.5027,2.4796
320.3125,10,0.5775,2.7608
320.3125,11,0.5828,6.9779
320.3125,12,0.6058,2.2088
320.3125,13,0.5716,1.4502
320.3125,14,0.6431,1.996
320.3125,15,1.2263,508.6422
322.2656,0,0.4826,1.4301
322.2656,1,0.5128,1.9941
322.2656,2,1.0018,1.1722
322.2656,3,0.524,2.0928
322.2656,4,0.6901,2.294
322.2656,5,0.5238,1.938
322.2656,6,0.9411,1.5967
322.2656,7,0.7756,1.7234
322.2656,8,0.7838,10.5479
322.2656,9,0.4897,2.4109
322.2656,10,0.5635,2.7764
322.2656,11,0.5657,6.7299
322.2656,12,0.5856,2.2112
322.2656,13,0.5542,1.374
322.2656,14,0.6263,1.7798
322.2656,15,1.3469,508.3278
324.2188,0,0.4725,1.3975
324.2188,1,0.5173,2.1303
324.2188,2,0.9996,1.3632
324.2188,3,0.5145,2.0968
324.2188,4,0.6901,2.6273
324.2188,5,0.5169,1.9291
324.2188,6,0.9348,1.3232
324.2188,7,0.7651,1.7268
324.2188,8,0.7659,10.8507
324.2188,9,0.4787,2.232
324.2188,10,0.5523,2.9854
324.2188,11,0.5542,6.837
324.2188,12,0.5728,2.3658
324.2188,13,0.5421,1.6037
324.2188,14,0.6151,1.7312
324.2188,15,1.5025,531.2555
326.1719,0,0.4661,1.4235
326.1719,1,0.5253,2.0695
326.1719,2,1.0064,1.3719
326.1719,3,0.5099,1.8236
326.1719,4,0.701,2.8598
326.1719,5,0.5101,1.8384
326.1719,6,0.9337,1.5365
326.1719,7,0.7554,1.8251
326.1719,8,0.7588,10.3414
326.1719,9,0.4717,2.3448
326.1719,10,0.5459,2.7742
326.1719,11,0.5496,7.1849
326.1719,12,0.5678,2.272
326.1719,13,0.5361,1.5026
326.1719,14,0.6108,1.752
326.1719,15,1.6338,564.9743
328.125,0,0.4632,1.5393
328.125,1,0.5377,2.0221
328.125,2,1.0217,1.3426
328.125,3,0.5096,1.5956
328.125,4,0.7238,2.619
328.125,5,0.508,1.6456
328.125,6,0.9417,1.6012
328.125,7,0.7521,1.9697
328.125,8,0.7628,9.5179
328.125,9,0.4702,2.4739
328.125,10,0.5446,2.406
328.125,11,0.5492,7.0384
328.125,12,0.5718,2.2909
328.125,13,0.5379,1.5656
328.125,14,0.6139,1.6715
328.125,15,1.682,569.6493
330.0781,0,0.4671,1.4957
330.0781,1,0.5602,2.0847
330.0781,2,1.042,1.3702
330.0781,3,0.5128,1.8632
330.0781,4,0.7653,2.9646
330.0781,5,0.5118,1.7798
330.0781,6,0.9577,1.5206
330.0781,7,0.7523,1.8932
330.0781,8,0.7762,9.0274
330.0781,9,0.4733,2.3477
330.0781,10,0.5479,2.2136
330.0781,11,0.5529,6.5181
330.0781,12,0.583,2.2697
330.0781,13,0.5438,1.5811
330.0781,14,0.624,1.6874
330.0781,15,1.614,533.3237
332.0312,0,0.4747,1.433
332.0312,1,0.5887,2.2335
332.0312,2,1.0659,1.3957
332.0312,3,0.5183,1.9871
332.0312,4,0.8174,3.4493
332.0312,5,0.5185,1.6882
332.0312,6,0.9815,1.4974
332.0312,7,0.7556,1.8907
332.0312,8,0.7966,9.0831
332.0312,9,0.4804,2.4893
332.0312,10,0.5544,2.3302
332.0312,11,0.5606,6.406
332.0312,12,0.5999,2.2555
332.0312,13,0.5539,1.4972
332.0312,14,0.6383,1.6423
332.0312,15,1.4859,485.5855
333.9844,0,0.482,1.5113
333.9844,1,0.6194,2.5225
333.9844,2,1.0854,1.2041
333.9844,3,0.5225,1.8676
333.9844,4,0.8762,4.066
333.9844,5,0.5222,1.8799
333.9844,6,1.0046,1.7136
333.9844,7,0.7574,1.8185
333.9844,8,0.8169,8.7487
333.9844,9,0.4886,2.6903
333.9844,10,0.5614,2.6477
333.9844,11,0.5691,5.9643
333.9844,12,0.6181,2.1392
333.9844,13,0.5643,1.4991
333.9844,14,0.6536,1.8061
333.9844,15,1.3402,434.2509
335.9375,0,0.4868,1.5071
335.9375,1,0.6432,2.7429
335.9375,2,1.0954,1.2251
335.9375,3,0.5232,1.8665
335.9375,4,0.9326,4.59
335.9375,5,0.5211,1.821
335.9375,6,1.0197,1.6247
335.9375,7,0.7552,1.6886
335.9375,8,0.8309,8.663
335.9375,9,0.494,2.5548
335.9375,10,0.5653,2.4151
335.9375,11,0.5786,6.8072
335.9375,12,0.631,2.0835
335.9375,13,0.572,1.6215
335.9375,14,0.6636,1.8503
335.9375,15,1.1918,395.1223
337.8906,0,0.4839,1.2636
337.8906,1,0.659,3.0578
337.8906,2,1.0891,1.2706
337.8906,3,0.5179,2.0306
337.8906,4,0.9765,4.8991
337.8906,5,0.5143,1.8628
337.8906,6,1.0206,1.6669
337.8906,7,0.7468,1.5812
337.8906,8,0.8332,8.5823
337.8906,9,0.4938,2.3468
337.8906,10,0.5644,2.5458
337.8906,11,0.5809,7.438
337.8906,12,0.6337,2.0517
337.8906,13,0.5724,1.5919
337.8906,14,0.6642,1.801
337.8906,15,1.0885,385.9818
339.8438,0,0.4729,1.4101
339.8438,1,0.6609,3.0606
339.8438,2,1.0664,1.3662
339.8438,3,0.5055,2.0908
339.8438,4,0.9986,5.6754
339.8438,5,0.5006,1.681
339.8438,6,1.0066,1.652
339.8438,7,0.7312,1.5709
339.8438,8,0.823,8.2623
339.8438,9,0.487,2.3119
339.8438,10,0.5558,2.51
339.8438,11,0.5745,7.7641
339.8438,12,0.6258,2.1125
339.8438,13,0.5643,1.6165
339.8438,14,0.6551,1.9074
339.8438,15,0.9891,343.2158
341.7969,0,0.4547,1.511
341.7969,1,0.6569,3.5585
341.7969,2,1.0345,1.3589
341.7969,3,0.4866,2.0949
341.7969,4,0.9922,6.4366
341.7969,5,0.4824,1.639
341.7969,6,0.9818,1.4788
341.7969,7,0.7077,1.439
341.7969,8,0.805,8.3965
341.7969,9,0.4757,2.2083
341.7969,10,0.541,2.448
341.7969,11,0.561,7.5004
341.7969,12,0.6089,2.3069
341.7969,13,0.5493,1.6332
341.7969,14,0.6386,1.7419
341.7969,15,0.8915,304.0091
343.75,0,0.4325,1.5827
343.75,1,0.6429,3.4309
343.75,2,0.9987,1.2691
343.75,3,0.4663,2.0553
343.75,4,0.9585,6.1746
343.75,5,0.4632,1.7069
343.75,6,0.9494,1.3888
343.75,7,0.6838,1.4837
343.75,8,0.7793,8.1729
343.75,9,0.4642,2.6719
343.75,10,0.5234,2.564
343.75,11,0.5407,5.8107
343.75,12,0.5878,2.1733
343.75,13,0.5315,1.6041
343.75,14,0.6192,1.713
343.75,15,0.8102,289.6483
345.7031,0,0.4118,1.5959
345.7031,1,0.6252,3.0691
345.7031,2,0.9642,1.3636
345.7031,3,0.4514,1.8559
345.7031,4,0.9118,5.2283
345.7031,5,0.4457,1.7013
345.7031,6,0.9217,1.299
345.7031,7,0.6646,1.5709
345.7031,8,0.7537,7.62
345.7031,9,0.4511,2.5819
345.7031,10,0.5094,2.9388
345.7031,11,0.5249,5.6238
345.7031,12,0.5674,2.0667
345.7031,13,0.5152,1.7701
345.7031,14,0.6018,1.5879
345.7031,15,0.7315,255.312
347.6562,0,0.3956,1.5102
347.6562,1,0.6113,2.781
347.6562,2,0.9359,1.2582
347.6562,3,0.4435,1.3348
347.6562,4,0.8588,4.3415
347.6562,5,0.4324,1.5782
347.6562,6,0.8989,1.3735
347.6562,7,0.6512,1.6379
347.6562,8,0.7325,7.1643
347.6562,9,0.4391,2.4762
347.6562,10,0.4982,2.9653
347.6562,11,0.5128,5.803
347.6562,12,0.5547,2.1369
347.6562,13,0.5019,1.7942
347.6562,14,0.5889,1.7898
347.6562,15,0.6721,209.4973
349.6094,0,0.3861,1.3572
349.6094,1,0.6056,3.6416
349.6094,2,0.9168,1.1742
349.6094,3,0.439,1.2803
349.6094,4,0.8066,3.8034
349.6094,5,0.4228,1.5649
349.6094,6,0.8841,1.4723
349.6094,7,0.6424,1.6998
349.6094,8,0.7213,6.94
349.6094,9,0.4312,2.4281
349.6094,10,0.4914,2.9289
349.6094,11,0.5058,6.5009
349.6094,12,0.5496,2.1039
349.6094,13,0.4931,1.7063
349.6094,14,0.5798,1.5075
349.6094,15,0.6434,193.2793
351.5625,0,0.3838,1.4567
351.5625,1,0.5972,3.5025
351.5625,2,0.9077,1.2946
351.5625,3,0.435,1.2735
351.5625,4,0.7672,3.9435
351.5625,5,0.4187,1.7356
351.5625,6,0.8792,1.4193
351.5625,7,0.6408,1.6459
351.5625,8,0.7197,6.8788
351.5625,9,0.4296,2.7153
351.5625,10,0.4903,2.877
351.5625,11,0.5019,6.1213
351.5625,12,0.5521,2.0725
351.5625,13,0.493,1.5614
351.5625,14,0.5806,1.6553
351.5625,15,0.6185,175.7763
353.5156,0,0.3863,1.5602
353.5156,1,0.5927,3.3352
353.5156,2,0.9092,1.4464
353.5156,3,0.4324,1.4327
353.5156,4,0.7392,3.9292
353.5156,5,0.4193,1.5369
353.5156,6,0.8813,1.5164
353.5156,7,0.6471,1.6726
353.5156,8,0.7264,6.4484
353.5156,9,0.4322,2.6182
353.5156,10,0.495,2.5706
353.5156,11,0.5039,5.8883
353.5156,12,0.5619,2.0408
353.5156,13,0.4973,1.4924
353.5156,14,0.5863,1.6025
353.5156,15,0.5974,156.3125
355.4688,0,0.3924,1.4
355.4688,1,0.5946,3.1965
355.4688,2,0.9202,1.3307
355.4688,3,0.4334,1.6896
355.4688,4,0.719,3.6906
355.4688,5,0.4227,1.6534
355.4688,6,0.8924,1.5057
355.4688,7,0.6598,1.6849
355.4688,8,0.7432,6.3443
355.4688,9,0.4403,2.6672
355.4688,10,0.5036,2.0827
355.4688,11,0.5112,5.6777
355.4688,12,0.5783,2.1152
355.4688,13,0.5067,1.459
355.4688,14,0.5974,1.7383
355.4688,15,0.5967,145.713
357.4219,0,0.4006,1.2978
357.4219,1,0.6028,2.855
357.4219,2,0.935,1.1342
357.4219,3,0.4368,1.8958
357.4219,4,0.7064,3.5632
357.4219,5,0.4287,1.7335
357.4219,6,0.9056,1.4799
357.4219,7,0.6745,1.6176
357.4219,8,0.7633,6.4615
357.4219,9,0.4514,2.8265
357.4219,10,0.5195,2.5434
357.4219,11,0.5198,5.0795
357.4219,12,0.5976,2.0966
357.4219,13,0.5177,1.5173
357.4219,14,0.6135,1.717
357.4219,15,0.5933,127.0954
359.375,0,0.409,1.4484
359.375,1,0.6125,2.677
359.375,2,0.9522,1.079
359.375,3,0.4403,2.092
359.375,4,0.6967,3.3845
359.375,5,0.4366,1.7516
359.375,6,0.9203,1.5645
359.375,7,0.6864,1.696
359.375,8,0.78,6.6131
359.375,9,0.462,2.6672
359.375,10,0.5324,2.8748
359.375,11,0.5285,4.4251
359.375,12,0.615,2.3628
359.375,13,0.528,1.5259
359.375,14,0.6289,1.8944
359.375,15,0.6034,131.7608
361.3281,0,0.4145,1.3309
361.3281,1,0.6122,2.0656
