freqs,channel,p1,chi2
253.9062,12,0.6073,3.1924
253.9062,13,0.579,2.0502
253.9062,14,0.6062,2.3932
253.9062,15,5.3925,120.0135
255.8594,0,1.0164,2.0002
255.8594,1,0.6405,1.2377
255.8594,2,0.8887,1.3724
255.8594,3,4.1043,73.8929
255.8594,4,0.861,1.6556
255.8594,5,0.7171,1.2307
255.8594,6,0.2535,0.9666
255.8594,7,5.0023,125.0478
255.8594,8,0.8092,2.4502
255.8594,9,0.4525,1.4498
255.8594,10,0.6944,2.0207
255.8594,11,4.9287,96.9012
255.8594,12,0.6247,3.3033
255.8594,13,0.5732,2.375
255.8594,14,0.6128,2.1793
255.8594,15,5.268,110.6718
257.8125,0,1.0411,2.2399
257.8125,1,0.6585,1.2371
257.8125,2,0.9116,1.3708
257.8125,3,4.1774,89.6949
257.8125,4,0.8829,1.5783
257.8125,5,0.741,1.1891
257.8125,6,0.2572,1.0212
257.8125,7,4.9137,115.2095
257.8125,8,0.8384,2.3033
257.8125,9,0.4637,1.415
257.8125,10,0.713,2.1382
257.8125,11,4.7236,71.9097
257.8125,12,0.6466,2.9996
257.8125,13,0.58,2.6502
257.8125,14,0.6238,2.2108
257.8125,15,5.0351,103.2529
259.7656,0,1.0605,2.3805
259.7656,1,0.6713,1.1239
259.7656,2,0.9288,1.3004
259.7656,3,4.2448,87.4008
259.7656,4,0.9022,1.6748
259.7656,5,0.7633,1.3003
259.7656,6,0.2633,1.0847
259.7656,7,4.9071,98.0372
259.7656,8,0.8676,2.334
259.7656,9,0.4771,1.5043
259.7656,10,0.732,2.1985
259.7656,11,4.8666,69.324
259.7656,12,0.6676,3.1468
259.7656,13,0.5939,2.7473
259.7656,14,0.6351,2.1686
259.7656,15,4.9377,107.6199
261.7188,0,1.0693,2.2236
261.7188,1,0.6767,1.3526
261.7188,2,0.9348,1.347
261.7188,3,4.1129,71.0147
261.7188,4,0.9099,1.5508
261.7188,5,0.7752,1.2274
261.7188,6,0.2666,1.0149
261.7188,7,4.7664,89.9241
261.7188,8,0.8882,2.3061
261.7188,9,0.4868,1.3619
261.7188,10,0.7444,2.1547
261.7188,11,4.9015,69.5329
261.7188,12,0.6821,3.1251
261.7188,13,0.6043,2.699
261.7188,14,0.6406,2.2137
261.7188,15,4.8753,92.3183
263.6719,0,1.0645,2.1303
263.6719,1,0.6762,1.2105
263.6719,2,0.9308,1.4626
263.6719,3,4.1815,79.4682
263.6719,4,0.9015,1.5138
263.6719,5,0.775,1.1624
263.6719,6,0.2648,1.0077
263.6719,7,4.6646,84.7616
263.6719,8,0.8945,2.2774
263.6719,9,0.4884,1.5598
263.6719,10,0.7464,2.0069
263.6719,11,4.8007,84.7086
263.6719,12,0.6857,3.5287
263.6719,13,0.6037,2.5163
263.6719,14,0.6376,2.1628
263.6719,15,4.7884,95.942
265.625,0,1.0463,1.9797
265.625,1,0.6697,1.5753
265.625,2,0.9167,1.5791
265.625,3,4.0374,78.2936
265.625,4,0.8782,1.4662
265.625,5,0.7626,1.1108
265.625,6,0.2591,0.9623
265.625,7,4.5694,83.9721
265.625,8,0.8851,2.2649
265.625,9,0.4824,1.3844
265.625,10,0.7371,1.92
265.625,11,4.8344,85.6484
265.625,12,0.6777,3.4406
265.625,13,0.5936,2.5075
265.625,14,0.6269,2.3762
265.625,15,4.7157,101.8042
267.5781,0,1.0192,1.8841
267.5781,1,0.655,1.3828
267.5781,2,0.8983,1.3121
267.5781,3,4.0043,85.7961
267.5781,4,0.8465,1.5036
267.5781,5,0.7395,1.276
267.5781,6,0.2521,0.9977
267.5781,7,4.482,84.1041
267.5781,8,0.8646,2.279
267.5781,9,0.4738,1.3968
267.5781,10,0.7205,2.0566
267.5781,11,4.8595,90.0309
267.5781,12,0.662,3.4066
267.5781,13,0.5797,2.4637
267.5781,14,0.6103,2.4527
267.5781,15,4.6243,94.7683
269.5312,0,0.9896,1.9077
269.5312,1,0.6375,1.3604
269.5312,2,0.8814,1.3709
269.5312,3,3.9855,86.0089
269.5312,4,0.8158,1.448
269.5312,5,0.7188,1.2609
269.5312,6,0.2481,1.0735
269.5312,7,4.5014,97.8455
269.5312,8,0.8405,2.2625
269.5312,9,0.4687,1.4777
269.5312,10,0.7016,1.8349
269.5312,11,4.6938,84.6493
269.5312,12,0.6455,3.0592
269.5312,13,0.5692,2.5355
269.5312,14,0.5939,2.3052
269.5312,15,4.6032,104.6527
271.4844,0,0.9642,1.733
271.4844,1,0.6298,1.1787
271.4844,2,0.8758,1.3399
271.4844,3,4.0821,105.5374
271.4844,4,0.7918,1.4249
271.4844,5,0.7017,1.1087
271.4844,6,0.2494,1.1715
271.4844,7,4.552,82.8837
271.4844,8,0.8198,2.4006
271.4844,9,0.4681,1.4402
271.4844,10,0.6846,1.8374
271.4844,11,4.7354,108.9734
271.4844,12,0.6338,2.8222
271.4844,13,0.5625,2.252
271.4844,14,0.5803,2.4453
271.4844,15,4.5594,97.1842
273.4375,0,0.9477,1.8726
273.4375,1,0.6342,1.1049
273.4375,2,0.8788,1.2638
273.4375,3,3.9499,97.2863
273.4375,4,0.7774,1.4154
273.4375,5,0.6905,1.2358
273.4375,6,0.2524,1.033
273.4375,7,4.7193,88.5885
273.4375,8,0.804,2.3321
273.4375,9,0.4685,1.2385
273.4375,10,0.6722,1.7688
273.4375,11,4.8376,117.4281
273.4375,12,0.6273,2.3795
273.4375,13,0.5588,2.0242
273.4375,14,0.5692,2.3267
273.4375,15,4.4561,91.8052
275.3906,0,0.9367,1.9544
275.3906,1,0.6375,1.0676
275.3906,2,0.8865,1.3615
275.3906,3,4.1376,87.1556
275.3906,4,0.772,1.4202
275.3906,5,0.6817,1.1852
275.3906,6,0.2502,1.1385
275.3906,7,4.6284,89.5779
275.3906,8,0.794,2.2002
275.3906,9,0.4664,1.1206
275.3906,10,0.6659,1.5882
275.3906,11,4.9347,108.7372
275.3906,12,0.6224,2.261
275.3906,13,0.5553,1.8071
275.3906,14,0.5635,2.377
275.3906,15,4.3101,88.9764
277.3438,0,0.933,2.111
277.3438,1,0.629,1.108
277.3438,2,0.8936,1.2816
277.3438,3,4.2073,78.4616
277.3438,4,0.7738,1.3939
277.3438,5,0.6776,1.2449
277.3438,6,0.2424,1.0512
277.3438,7,4.4014,82.4355
277.3438,8,0.7944,2.3713
277.3438,9,0.4611,1.2779
277.3438,10,0.6667,1.6174
277.3438,11,4.8483,102.678
277.3438,12,0.6163,2.4062
277.3438,13,0.552,1.8465
277.3438,14,0.5648,2.3791
277.3438,15,4.2969,87.5494
279.2969,0,0.9399,2.0612
279.2969,1,0.6182,1.1164
279.2969,2,0.9031,1.2631
279.2969,3,4.1974,91.4323
279.2969,4,0.7893,1.4202
279.2969,5,0.6827,1.1242
279.2969,6,0.2366,0.9899
279.2969,7,4.5291,92.8607
279.2969,8,0.8027,2.4792
279.2969,9,0.4583,1.5468
279.2969,10,0.6741,1.7405
279.2969,11,4.9737,112.132
279.2969,12,0.6102,2.2354
279.2969,13,0.5511,2.3076
279.2969,14,0.5723,2.2763
279.2969,15,4.3808,81.2679
281.25,0,0.9557,2.0541
281.25,1,0.6199,1.165
281.25,2,0.9173,1.3918
281.25,3,4.3609,131.5325
281.25,4,0.8123,1.5034
281.25,5,0.6969,1.0556
281.25,6,0.24,1.0408
281.25,7,4.3903,84.6655
281.25,8,0.8165,2.6079
281.25,9,0.461,1.603
281.25,10,0.6867,1.7482
281.25,11,4.9139,107.3695
281.25,12,0.611,2.7006
281.25,13,0.5568,2.3783
281.25,14,0.5831,2.0789
281.25,15,4.4651,78.9192
283.2031,0,0.9728,1.7928
283.2031,1,0.6323,1.1896
283.2031,2,0.9338,1.1746
283.2031,3,4.5372,149.6788
283.2031,4,0.838,1.4387
283.2031,5,0.7119,1.0398
283.2031,6,0.2474,1.0605
283.2031,7,4.3293,76.3674
283.2031,8,0.8281,2.6018
283.2031,9,0.4717,1.6073
283.2031,10,0.7012,1.6688
283.2031,11,4.8872,112.68
283.2031,12,0.6202,3.0079
283.2031,13,0.5704,2.6698
283.2031,14,0.5972,2.1478
283.2031,15,4.4307,84.9917
285.1562,0,0.9862,1.8796
285.1562,1,0.6414,1.1709
285.1562,2,0.9416,1.0841
285.1562,3,4.5133,139.6017
285.1562,4,0.8604,1.6385
285.1562,5,0.722,1.0479
285.1562,6,0.2525,1.0159
285.1562,7,4.4527,81.3211
285.1562,8,0.8366,2.6865
285.1562,9,0.4866,1.4658
285.1562,10,0.7143,1.6059
285.1562,11,4.703,112.2636
285.1562,12,0.6344,3.0361
285.1562,13,0.5874,2.4901
285.1562,14,0.6119,2.3377
285.1562,15,4.4821,96.8863
287.1094,0,0.9925,2.0267
287.1094,1,0.6394,1.1909
287.1094,2,0.9388,1.2118
287.1094,3,4.4004,104.7912
287.1094,4,0.8704,1.5385
287.1094,5,0.7249,1.2007
287.1094,6,0.255,1.1772
287.1094,7,4.5931,93.0437
287.1094,8,0.8333,2.6459
287.1094,9,0.4958,1.544
287.1094,10,0.7207,1.7322
287.1094,11,4.5533,108.4562
287.1094,12,0.642,2.7695
287.1094,13,0.5995,2.4371
287.1094,14,0.6202,2.2093
287.1094,15,4.6368,104.6531
289.0625,0,0.9903,2.0865
289.0625,1,0.6303,1.2783
289.0625,2,0.9252,1.3655
289.0625,3,4.255,73.072
289.0625,4,0.865,1.4018
289.0625,5,0.7173,1.1272
289.0625,6,0.2551,1.0624
289.0625,7,4.7116,92.5205
289.0625,8,0.8141,2.6078
289.0625,9,0.4903,1.7006
289.0625,10,0.7167,1.8222
289.0625,11,4.696,103.9682
289.0625,12,0.6342,2.7993
289.0625,13,0.5989,2.4822
289.0625,14,0.6185,2.2004
289.0625,15,4.7944,94.1032
291.0156,0,0.9745,2.1924
291.0156,1,0.613,1.3933
291.0156,2,0.9009,1.2264
291.0156,3,4.2688,72.7489
291.0156,4,0.8465,1.5199
291.0156,5,0.697,1.0665
291.0156,6,0.2452,1.0424
291.0156,7,4.7509,95.759
291.0156,8,0.7853,2.6359
291.0156,9,0.4737,1.5884
291.0156,10,0.6998,1.7202
291.0156,11,4.6646,91.9825
291.0156,12,0.6125,2.8999
291.0156,13,0.5863,2.3902
291.0156,14,0.6054,1.995
291.0156,15,4.7462,102.6084
292.9688,0,0.9484,2.2851
292.9688,1,0.5934,1.2199
292.9688,2,0.8729,1.3299
292.9688,3,4.299,87.2911
292.9688,4,0.8196,1.4851
292.9688,5,0.6717,1.0711
292.9688,6,0.2321,0.9341
292.9688,7,4.523,93.1515
292.9688,8,0.7508,2.4906
292.9688,9,0.4622,1.6067
292.9688,10,0.6803,1.6803
292.9688,11,4.5822,97.1883
292.9688,12,0.5989,3.0084
292.9688,13,0.5715,2.3967
292.9688,14,0.59,2.1046
292.9688,15,4.6695,102.5929
294.9219,0,0.9346,2.2999
294.9219,1,0.589,1.3421
294.9219,2,0.8635,1.2661
294.9219,3,4.2608,78.1653
294.9219,4,0.8037,1.4673
294.9219,5,0.6611,1.2008
294.9219,6,0.2488,0.8526
294.9219,7,4.3439,85.814
294.9219,8,0.7275,2.3436
294.9219,9,0.4724,1.2974
294.9219,10,0.6722,1.5556
294.9219,11,4.577,98.4956
294.9219,12,0.6153,2.2245
294.9219,13,0.5661,2.2706
294.9219,14,0.5829,1.8943
294.9219,15,4.526,99.5752
296.875,0,0.9481,2.155
296.875,1,0.6125,1.0707
296.875,2,0.8871,1.0502
296.875,3,4.1428,87.1196
296.875,4,0.8121,1.3833
296.875,5,0.676,1.021
296.875,6,0.3056,29.4729
296.875,7,4.5122,86.1708
296.875,8,0.7219,2.1973
296.875,9,0.5,1.0917
296.875,10,0.6792,1.312
296.875,11,4.6741,108.12
296.875,12,0.6583,1.1635
296.875,13,0.5706,1.7917
296.875,14,0.588,1.582
296.875,15,4.5057,101.9707
298.8281,0,0.9741,1.7005
298.8281,1,0.6435,1.1031
298.8281,2,0.9186,1.1086
298.8281,3,3.9689,73.1084
298.8281,4,0.8334,1.1747
298.8281,5,0.6976,1.0402
298.8281,6,0.3617,160.0859
298.8281,7,4.5722,80.177
298.8281,8,0.7202,1.6151
298.8281,9,0.5209,3.0272
298.8281,10,0.6902,1.1281
298.8281,11,4.7947,128.7858
298.8281,12,0.6941,3.996
298.8281,13,0.5743,1.389
298.8281,14,0.5949,1.4086
298.8281,15,4.5595,108.4998
300.7812,0,0.9828,1.5376
300.7812,1,0.6499,1.1526
300.7812,2,0.9182,1.151
300.7812,3,3.9095,67.9297
300.7812,4,0.8401,1.2675
300.7812,5,0.7006,1.2324
300.7812,6,0.3753,191.3962
300.7812,7,4.4746,87.8983
300.7812,8,0.7169,1.654
300.7812,9,0.5166,3.0289
300.7812,10,0.6894,1.1038
300.7812,11,4.6469,116.6378
300.7812,12,0.6922,5.3099
300.7812,13,0.5653,1.362
300.7812,14,0.5897,1.1931
300.7812,15,4.5627,89.001
302.7344,0,0.9701,1.8459
302.7344,1,0.6268,0.9936
302.7344,2,0.8804,1.0782
302.7344,3,4.1191,78.3022
302.7344,4,0.8248,1.3776
302.7344,5,0.68,0.8404
302.7344,6,0.3361,56.9424
302.7344,7,4.5542,92.7356
302.7344,8,0.7051,2.1314
302.7344,9,0.487,1.3106
302.7344,10,0.673,1.2075
302.7344,11,4.6918,111.5771
302.7344,12,0.6485,1.5908
302.7344,13,0.5435,1.6103
302.7344,14,0.5695,1.5278
302.7344,15,4.6654,95.558
304.6875,0,0.9624,2.2248
304.6875,1,0.6011,1.522
304.6875,2,0.8403,1.2989
304.6875,3,4.1817,77.5439
304.6875,4,0.8127,1.6583
304.6875,5,0.6567,0.963
304.6875,6,0.2702,4.8305
304.6875,7,4.6731,114.373
304.6875,8,0.6933,2.6691
304.6875,9,0.4512,1.1722
304.6875,10,0.6524,1.5489
304.6875,11,4.5534,118.3096
304.6875,12,0.5887,1.7088
304.6875,13,0.5202,2.3467
304.6875,14,0.5464,2.1715
304.6875,15,4.8311,98.6361
306.6406,0,0.9796,2.3733
306.6406,1,0.5998,1.3918
306.6406,2,0.8321,1.2519
306.6406,3,4.1674,87.5142
306.6406,4,0.8243,1.4878
306.6406,5,0.6553,1.1413
306.6406,6,0.2322,0.9769
306.6406,7,4.5423,102.5479
306.6406,8,0.6982,2.9804
306.6406,9,0.4317,1.3217
306.6406,10,0.6446,1.4474
306.6406,11,4.4529,114.0873
306.6406,12,0.5517,2.7495
306.6406,13,0.5084,2.7589
306.6406,14,0.5368,2.2789
306.6406,15,4.9615,94.3052
308.5938,0,1.0118,2.1195
308.5938,1,0.6173,1.1468
308.5938,2,0.8512,1.1033
308.5938,3,4.0898,82.5842
308.5938,4,0.853,1.5169
308.5938,5,0.6737,1.1868
308.5938,6,0.235,1.1801
308.5938,7,4.304,106.5123
308.5938,8,0.7205,3.291
308.5938,9,0.4339,1.4093
308.5938,10,0.6558,1.5411
308.5938,11,4.6399,99.3288
308.5938,12,0.5544,3.0979
308.5938,13,0.5098,2.7894
308.5938,14,0.5441,2.3781
308.5938,15,5.0445,111.1847
310.5469,0,1.0393,1.7875
310.5469,1,0.6313,1.4069
310.5469,2,0.8689,1.1019
310.5469,3,4.0777,85.449
310.5469,4,0.8846,1.6559
310.5469,5,0.6934,1.2576
310.5469,6,0.2455,1.1294
310.5469,7,4.348,103.0852
310.5469,8,0.7451,3.3868
310.5469,9,0.4434,1.4391
310.5469,10,0.6742,1.6786
310.5469,11,4.6389,89.1575
310.5469,12,0.5719,2.9266
310.5469,13,0.515,2.6994
310.5469,14,0.5549,2.2259
310.5469,15,5.0092,129.4257
312.5,0,1.0557,1.7833
312.5,1,0.636,1.2162
312.5,2,0.8758,1.2169
312.5,3,4.0404,82.9033
312.5,4,0.897,1.6946
312.5,5,0.7015,1.3166
312.5,6,0.2448,1.1145
312.5,7,4.2802,89.4277
312.5,8,0.7576,3.4657
312.5,9,0.4469,1.5138
312.5,10,0.6816,1.6379
312.5,11,4.7276,93.6076
312.5,12,0.5796,2.839
312.5,13,0.5139,2.6183
312.5,14,0.5584,2.1728
312.5,15,4.8982,127.6585
314.4531,0,1.0589,1.8629
314.4531,1,0.6363,1.1455
314.4531,2,0.8751,1.232
314.4531,3,3.9875,77.2834
314.4531,4,0.8916,1.544
314.4531,5,0.697,1.2331
314.4531,6,0.2391,1.3975
314.4531,7,4.3057,82.5513
314.4531,8,0.7542,3.2837
314.4531,9,0.4412,1.4755
314.4531,10,0.6754,1.6316
314.4531,11,4.7772,90.3725
314.4531,12,0.5723,2.8961
314.4531,13,0.5055,2.3464
314.4531,14,0.5524,2.0365
314.4531,15,4.7909,114.0197
316.4062,0,1.0521,2.0155
316.4062,1,0.6355,1.0484
316.4062,2,0.8717,1.2826
316.4062,3,4.0882,79.4333
316.4062,4,0.8739,1.4102
316.4062,5,0.685,1.0331
316.4062,6,0.2335,1.4911
316.4062,7,4.317,73.5631
316.4062,8,0.7452,3.4426
316.4062,9,0.4305,1.4623
316.4062,10,0.6595,1.5099
316.4062,11,4.8065,83.8901
316.4062,12,0.5587,2.9085
316.4062,13,0.4924,2.2323
316.4062,14,0.5409,1.9876
316.4062,15,4.8046,115.1723
318.3594,0,1.0333,1.9678
318.3594,1,0.6328,1.0508
318.3594,2,0.8628,1.4658
318.3594,3,4.3152,103.1244
318.3594,4,0.8485,1.5781
318.3594,5,0.6692,1.1505
318.3594,6,0.2286,1.6385
318.3594,7,4.418,73.3551
318.3594,8,0.7372,4.6379
318.3594,9,0.4198,1.4631
318.3594,10,0.6416,1.5637
318.3594,11,4.7716,78.4841
318.3594,12,0.5463,2.8131
318.3594,13,0.4807,2.5449
318.3594,14,0.5264,2.0339
318.3594,15,4.7685,119.6865
320.3125,0,1.01,1.7758
320.3125,1,0.6288,1.138
320.3125,2,0.8509,1.3149
320.3125,3,4.4391,92.9108
320.3125,4,0.8199,1.4112
320.3125,5,0.6531,1.2184
320.3125,6,0.2318,1.2213
320.3125,7,4.3996,71.7447
320.3125,8,0.7258,4.5188
320.3125,9,0.4128,1.406
320.3125,10,0.6263,1.4948
320.3125,11,4.7528,89.0616
320.3125,12,0.5389,2.8415
320.3125,13,0.4693,2.4411
320.3125,14,0.5113,2.0116
320.3125,15,4.7759,114.4909
322.2656,0,0.9868,1.7493
322.2656,1,0.6258,0.9707
322.2656,2,0.8433,1.1998
322.2656,3,4.5106,85.1035
322.2656,4,0.7932,1.3879
322.2656,5,0.6401,1.0952
322.2656,6,0.2476,1.7315
322.2656,7,4.3631,81.7829
322.2656,8,0.722,5.3614
322.2656,9,0.4109,1.3575
322.2656,10,0.6148,1.5845
322.2656,11,4.8188,102.0205
322.2656,12,0.5313,2.6789
322.2656,13,0.4597,2.2682
322.2656,14,0.4972,2.0664
322.2656,15,5.074,132.4486
324.2188,0,0.9683,1.932
324.2188,1,0.6231,1.3175
324.2188,2,0.8395,1.13
324.2188,3,4.3492,85.7091
324.2188,4,0.7741,1.4317
324.2188,5,0.6349,1.0755
324.2188,6,0.262,3.7461
324.2188,7,4.318,98.3023
324.2188,8,0.7214,6.3385
324.2188,9,0.4138,1.1497
324.2188,10,0.6067,1.531
324.2188,11,4.8061,103.1365
324.2188,12,0.5238,2.2632
324.2188,13,0.4537,2.2839
324.2188,14,0.4847,2.0991
324.2188,15,5.1006,146.6981
326.1719,0,0.9562,1.8251
326.1719,1,0.6215,1.3964
326.1719,2,0.8401,1.2326
326.1719,3,4.2115,87.0981
326.1719,4,0.7625,1.502
326.1719,5,0.6353,1.1025
326.1719,6,0.258,3.0811
326.1719,7,4.2116,76.8315
326.1719,8,0.7237,6.6322
326.1719,9,0.4165,1.3444
326.1719,10,0.6011,1.312
326.1719,11,4.6386,101.6763
326.1719,12,0.5211,2.5785
326.1719,13,0.4525,2.3984
326.1719,14,0.4787,1.9895
326.1719,15,4.8248,134.2546
328.125,0,0.9545,2.0247
328.125,1,0.6233,1.5202
328.125,2,0.846,1.3422
328.125,3,4.3089,99.2129
328.125,4,0.7584,1.3919
328.125,5,0.6407,1.1356
328.125,6,0.2373,1.3447
328.125,7,4.1684,75.115
328.125,8,0.733,7.5193
328.125,9,0.4165,1.2928
328.125,10,0.5989,1.3813
328.125,11,4.6009,112.6519
328.125,12,0.524,2.8713
328.125,13,0.4581,2.3216
328.125,14,0.4802,2.1421
328.125,15,4.7574,116.167
330.0781,0,0.9596,1.9348
330.0781,1,0.6294,1.2693
330.0781,2,0.856,1.268
330.0781,3,4.313,98.1978
330.0781,4,0.7629,1.4786
330.0781,5,0.6503,1.0473
330.0781,6,0.2199,1.0829
330.0781,7,4.3712,74.9304
330.0781,8,0.7376,6.0225
330.0781,9,0.4172,1.3754
330.0781,10,0.6018,1.5444
330.0781,11,4.4736,97.6803
330.0781,12,0.5318,2.9736
330.0781,13,0.4687,2.4428
330.0781,14,0.4866,2.0453
330.0781,15,4.519,106.392
332.0312,0,0.968,1.9675
332.0312,1,0.6362,1.2094
332.0312,2,0.8711,1.411
332.0312,3,4.4558,91.2481
332.0312,4,0.7718,1.4524
332.0312,5,0.6641,1.1154
332.0312,6,0.2195,1.1058
332.0312,7,4.4584,84.3898
332.0312,8,0.7626,7.4803
332.0312,9,0.4225,1.4728
332.0312,10,0.611,1.3866
332.0312,11,4.2837,82.1999
332.0312,12,0.5448,3.0315
332.0312,13,0.4827,2.4769
332.0312,14,0.4947,2.0508
332.0312,15,4.6153,91.1261
333.9844,0,0.9765,1.9366
333.9844,1,0.6395,1.0953
333.9844,2,0.8871,1.4484
333.9844,3,4.5156,102.6707
333.9844,4,0.7797,1.5723
333.9844,5,0.6769,1.0746
333.9844,6,0.2262,0.9984
333.9844,7,4.5032,106.8216
333.9844,8,0.7793,6.532
333.9844,9,0.4315,1.4673
333.9844,10,0.6232,1.3835
333.9844,11,4.2415,79.3926
333.9844,12,0.5609,3.1218
333.9844,13,0.4968,2.6155
333.9844,14,0.5028,1.7715
333.9844,15,4.7278,99.4662
335.9375,0,0.9794,1.9739
335.9375,1,0.6378,1.2061
335.9375,2,0.8979,1.248
335.9375,3,4.3865,103.6357
335.9375,4,0.782,1.4782
335.9375,5,0.683,1.2277
335.9375,6,0.2278,0.9823
335.9375,7,4.4314,126.2756
335.9375,8,0.7911,5.637
335.9375,9,0.4413,1.559
335.9375,10,0.634,1.3387
335.9375,11,4.2374,63.3821
335.9375,12,0.5744,3.0561
335.9375,13,0.5078,2.4063
335.9375,14,0.5113,2.0055
335.9375,15,4.7351,106.8358
337.8906,0,0.9699,1.8793
337.8906,1,0.6312,1.2475
337.8906,2,0.8987,1.2956
337.8906,3,4.2205,118.3432
337.8906,4,0.773,1.5459
337.8906,5,0.6789,1.1725
337.8906,6,0.2257,0.9937
337.8906,7,4.1457,109.6477
337.8906,8,0.7885,4.6862
337.8906,9,0.4436,1.561
337.8906,10,0.6371,1.3661
337.8906,11,4.3432,72.2158
337.8906,12,0.5806,3.203
337.8906,13,0.512,2.4051
337.8906,14,0.5137,2.0429
337.8906,15,4.6904,112.841
339.8438,0,0.9471,1.9578
339.8438,1,0.6189,1.4307
339.8438,2,0.8891,1.1725
339.8438,3,4.0625,103.5068
339.8438,4,0.751,1.643
339.8438,5,0.6633,1.1766
339.8438,6,0.2243,1.1056
339.8438,7,4.2511,109.8354
339.8438,8,0.7778,4.8661
339.8438,9,0.4378,1.5176
339.8438,10,0.6306,1.4055
339.8438,11,4.484,93.0525
339.8438,12,0.5768,3.372
339.8438,13,0.5085,2.5563
339.8438,14,0.5098,2.0155
339.8438,15,4.7847,115.1768
341.7969,0,0.9127,2.0265
341.7969,1,0.5997,1.4492
341.7969,2,0.871,1.3308
341.7969,3,4.1353,87.3781
341.7969,4,0.7226,1.5227
341.7969,5,0.6398,1.0723
341.7969,6,0.2219,1.2053
341.7969,7,4.2761,98.0241
341.7969,8,0.7521,4.4109
341.7969,9,0.4282,1.5963
341.7969,10,0.6172,1.4073
341.7969,11,4.6642,115.646
341.7969,12,0.5642,3.3409
341.7969,13,0.4989,2.6913
341.7969,14,0.4998,1.9844
341.7969,15,4.9269,124.694
343.75,0,0.8754,2.1549
343.75,1,0.5782,1.4591
343.75,2,0.8486,1.1563
343.75,3,4.2427,82.8002
343.75,4,0.6902,1.4494
343.75,5,0.6135,1.1974
343.75,6,0.2159,1.0499
343.75,7,4.2402,90.9284
343.75,8,0.7214,3.7189
343.75,9,0.4199,1.5558
343.75,10,0.6034,1.4963
343.75,11,4.6959,117.6642
343.75,12,0.5483,3.2157
343.75,13,0.4866,2.6606
343.75,14,0.4878,2.1957
343.75,15,4.8935,116.7953
345.7031,0,0.8429,2.1439
345.7031,1,0.5598,1.3682
345.7031,2,0.8246,1.3569
345.7031,3,4.3341,75.005
345.7031,4,0.6586,1.2774
345.7031,5,0.5885,1.3073
345.7031,6,0.2107,0.9969
345.7031,7,4.3155,95.9007
345.7031,8,0.691,2.9623
345.7031,9,0.4156,1.4595
345.7031,10,0.5932,1.6326
345.7031,11,4.6175,116.13
345.7031,12,0.532,3.1481
345.7031,13,0.4748,2.3121
345.7031,14,0.4752,2.0584
345.7031,15,4.5926,90.9944
347.6562,0,0.8199,2.2125
347.6562,1,0.548,1.2956
347.6562,2,0.8049,1.2752
347.6562,3,4.4521,84.1261
347.6562,4,0.6353,1.4905
347.6562,5,0.5688,1.1409
347.6562,6,0.2127,1.0642
347.6562,7,4.3921,93.4842
347.6562,8,0.6677,2.4649
347.6562,9,0.4151,1.3753
347.6562,10,0.5855,1.6821
347.6562,11,4.4605,106.1265
347.6562,12,0.5181,2.8127
347.6562,13,0.4647,2.2961
347.6562,14,0.4658,1.9124
347.6562,15,4.3272,101.9955
349.6094,0,0.8066,2.0982
349.6094,1,0.5403,1.3574
349.6094,2,0.7908,1.2072
349.6094,3,4.2413,70.4833
349.6094,4,0.6222,1.5081
349.6094,5,0.5557,1.1155
349.6094,6,0.2194,0.8404
349.6094,7,4.6019,95.4143
349.6094,8,0.653,2.3831
349.6094,9,0.4159,1.2226
349.6094,10,0.5808,1.6415
349.6094,11,4.3992,89.9814
349.6094,12,0.5091,2.6332
349.6094,13,0.4573,2.256
349.6094,14,0.4617,1.7496
349.6094,15,4.0354,99.6139
351.5625,0,0.7997,1.8432
351.5625,1,0.534,1.3269
351.5625,2,0.7845,1.1937
351.5625,3,4.1654,71.6214
351.5625,4,0.6207,1.7942
351.5625,5,0.5486,1.1819
351.5625,6,0.2226,0.9481
351.5625,7,4.6368,107.5654
351.5625,8,0.6487,2.3297
351.5625,9,0.4154,1.1877
351.5625,10,0.581,1.4979
351.5625,11,4.4546,87.226
351.5625,12,0.5038,2.4104
351.5625,13,0.4539,2.2681
351.5625,14,0.4617,1.6865
351.5625,15,4.0537,96.1363
353.5156,0,0.8001,2.0851
353.5156,1,0.5294,1.2807
353.5156,2,0.7817,1.2718
353.5156,3,4.0826,79.3387
353.5156,4,0.6269,1.6189
353.5156,5,0.5469,1.0167
353.5156,6,0.2193,0.942
353.5156,7,4.3523,108.0559
353.5156,8,0.6518,2.3422
353.5156,9,0.4134,1.0324
353.5156,10,0.5877,1.5977
353.5156,11,4.6128,95.7611
353.5156,12,0.504,2.6355
353.5156,13,0.4552,2.2208
353.5156,14,0.4665,1.9891
353.5156,15,4.1652,99.6023
355.4688,0,0.8085,2.145
355.4688,1,0.528,1.2182
355.4688,2,0.782,1.335
355.4688,3,3.9888,74.4437
355.4688,4,0.6381,1.7391
355.4688,5,0.5507,1.109
355.4688,6,0.2139,1.1087
355.4688,7,4.1003,98.3371
355.4688,8,0.66,2.327
355.4688,9,0.4129,1.2294
355.4688,10,0.6007,1.4348
355.4688,11,4.6662,109.7589
355.4688,12,0.5055,2.7209
355.4688,13,0.4621,2.5626
355.4688,14,0.4744,2.2331
355.4688,15,4.4336,109.4412
357.4219,0,0.8248,2.0607
357.4219,1,0.5297,1.0546
