0.0000, 6, 0.0383, 1.2083 
1.9531, 6, 0.0852, 0.2970 
3.9062, 6, 0.0883, 0.2115 
5.8594, 6, 0.2456, 0.9105 
7.8125, 6, 0.2327, 0.9061 
9.7656, 6, -0.2218, 0.8304 
11.7188, 6, 0.2507, 0.9075 
13.6719, 6, 0.2666, 1.3936 
15.6250, 6, 0.2350, 0.8576 
17.5781, 6, 0.0896, 0.1965 
19.5312, 6, 0.2408, 0.8439 
21.4844, 6, 0.0893, 0.1959 
23.4375, 6, 0.2825, 0.9934 
25.3906, 6, 0.0893, 0.1729 
27.3438, 6, 0.2617, 0.8132 
29.2969, 6, 0.2340, 0.8218 
31.2500, 6, -0.2137, 0.9627 
33.2031, 6, 0.0903, 0.2113 
35.1562, 6, 0.2206, 1.0244 
37.1094, 6, 0.0881, 0.2208 
39.0625, 6, 0.1983, 0.9813 
41.0156, 6, 0.1917, 0.8655 
42.9688, 6, 0.0880, 0.2290 
44.9219, 6, 0.0884, 0.2415 
46.8750, 6, 0.2548, 0.9310 
48.8281, 6, 0.3038, 0.8323 
50.7812, 6, -0.3047, 0.8469 
52.7344, 6, 0.2694, 0.9457 
54.6875, 6, 0.1989, 0.9404 
56.6406, 6, 0.0888, 0.2515 
58.5938, 6, 0.1911, 0.9721 
60.5469, 6, 0.0888, 0.2338 
62.5000, 6, 0.0886, 0.2411 
64.4531, 6, 0.0896, 0.2196 
66.4062, 6, 0.0894, 0.2315 
68.3594, 6, 0.0887, 0.2416 
70.3125, 6, -0.0882, 0.2271 
72.2656, 6, 0.0883, 0.2401 
74.2188, 6, 0.0888, 0.2317 
76.1719, 6, 0.0885, 0.2376 
78.1250, 6, 0.1936, 1.0118 
80.0781, 6, 0.0900, 0.2253 
82.0312, 6, 0.1954, 0.9884 
83.9844, 6, 0.0876, 0.2279 
85.9375, 6, 0.0885, 0.2248 
87.8906, 6, 0.0890, 0.2310 
89.8438, 6, 0.0905, 0.2191 
91.7969, 6, 0.0898, 0.2142 
