1.6398, 0.5608, 0.1402 
0.8392, 0.5608, 0.1402 
0.4629, 0.5608, 0.1402 
0.5536, 0.5608, 0.1402 
0.6052, 0.5608, 0.1402 
0.7463, 0.5608, 0.1402 
0.9702, 0.5608, 0.1402 
0.8612, 0.3965, 0.1402 
0.6996, 0.5608, 0.1402 
0.5812, 0.5608, 0.1402 
0.9769, 0.5608, 0.1402 
1.4551, 0.5608, 0.1402 
0.9790, 0.5608, 0.1402 
1.2168, 0.5608, 0.1402 
0.9397, 0.5608, 0.1402 
1.1795, 0.5608, 0.1402 
0.6653, 0.5608, 0.1402 
0.6946, 0.5608, 0.1402 
1.1272, 0.5608, 0.1402 
0.1825, 0.5608, 0.1402 
0.2287, 0.5608, 0.1402 
0.3507, 0.5608, 0.1402 
0.7076, 0.5608, 0.1402 
0.5750, 0.3965, 0.1402 
0.4966, 0.5608, 0.1402 
0.7150, 0.3965, 0.1402 
0.4240, 0.3965, 0.1402 
0.2511, 0.5608, 0.1402 
0.1640, 0.5608, 0.1402 
0.5689, 0.5608, 0.1402 
0.2166, 0.5608, 0.1402 
0.2385, 0.5608, 0.1402 
1.0602, 0.3965, 0.1402 
0.6241, 0.5608, 0.1402 
1.0173, 0.5608, 0.1402 
0.5487, 0.5608, 0.1402 
0.9818, 0.5608, 0.1402 
0.4958, 0.3965, 0.1402 
0.5727, 0.5608, 0.1402 
0.5558, 0.5608, 0.1402 
0.8911, 0.5608, 0.1402 
0.4475, 0.5608, 0.1402 
0.3425, 0.5608, 0.1402 
0.2852, 0.5608, 0.1402 
0.7647, 0.5608, 0.1402 
1.4696, 0.5608, 0.1402 
1.0648, 0.5608, 0.1402 
0.6540, 0.5608, 0.1402 
0.5454, 0.5608, 0.1402 
0.8311, 0.5608, 0.1402 
0.4208, 0.5608, 0.1402 
1.4532, 0.5608, 0.1402 
0.6613, 0.5608, 0.1402 
0.4644, 0.5608, 0.1402 
0.6496, 0.5608, 0.1402 
0.6690, 0.3965, 0.1402 
0.6017, 0.5608, 0.1402 
1.0316, 0.5608, 0.1402 
0.8166, 0.5608, 0.1402 
0.6704, 0.5608, 0.1402 
0.3141, 0.5608, 0.1402 
0.1766, 0.5608, 0.1402 
0.4778, 0.3965, 0.1402 
0.5842, 0.5608, 0.1402 
1.0915, 0.5608, 0.1402 
0.7637, 0.5608, 0.1402 
0.8726, 0.5608, 0.1402 
0.2262, 0.5608, 0.1402 
0.5146, 0.3965, 0.1402 
0.9249, 0.5608, 0.1402 
0.5442, 0.5608, 0.1402 
0.4155, 0.5608, 0.1402 
0.2018, 0.5608, 0.1402 
0.6953, 0.3965, 0.1402 
0.9120, 0.5608, 0.1402 
0.9102, 0.3965, 0.1402 
0.5194, 0.3965, 0.1402 
1.0325, 0.5608, 0.1402 
0.6462, 0.5608, 0.1402 
0.7654, 0.5608, 0.1402 
0.1146, 0.5608, 0.1402 
0.8890, 0.5608, 0.1402 
0.5998, 0.5608, 0.1402 
0.6558, 0.5608, 0.1402 
0.4941, 0.3965, 0.1402 
0.4485, 0.5608, 0.1402 
0.2939, 0.3965, 0.1402 
0.4729, 0.5608, 0.1402 
0.5125, 0.5608, 0.1402 
0.1140, 0.5608, 0.1402 
0.5630, 0.5608, 0.1402 
1.8583, 0.5608, 0.1402 
0.4910, 0.5608, 0.1402 
0.6433, 0.5608, 0.1402 
0.1913, 0.3965, 0.1402 
1.5410, 0.5608, 0.1402 
